date,politician,channel_type,mentions
2025-02-20,Буданов Кирило,state media,4
2025-02-20,Берлінська Марія,other,16
2025-02-20,Кличко Віталій,state media,3
2025-02-20,Стерненко Сергій,other,6
2025-02-20,Кротевич Богдан,other,5
2025-02-20,Залужний Валерій,state media,1
2025-02-20,Малюк Василь,voenkor,2
2025-02-20,Притула Сергій,other,24
2025-02-20,Подоляк Михайло,other,5
2025-02-20,Порошенко Петро,other,46
2025-02-20,Бутусов Юрій,other,12
2025-02-20,Верещук Ірина,other,3
2025-02-20,Гетманцев Данило,other,3
2025-02-20,Умеров Рустем,voenkor,1
2025-02-20,Тимошенко Юлія,voenkor,1
2025-02-20,Прокопенко Денис,other,5
2025-02-20,Стефанчук Руслан,other,5
2025-02-20,Гордон Дмитро,other,2
2025-02-20,Яценюк Арсеній,other,4
2025-02-20,Бойко Юрій,voenkor,1
2025-02-20,Арестович Олексій,voenkor,1
2025-02-20,Портніков Віталій,other,6
2025-02-20,Маркус Валерій,other,1
2025-02-20,Умеров Рустем,other,1
2025-02-20,Железняк Ярослав,other,1
2025-02-20,Безугла Мар'яна,other,1
2025-02-20,Усик Олександр,other,9
2025-02-20,Федоров Михайло,other,1
2025-02-20,Мураєв Євген,other,2
2025-02-20,Кривонос Сергій,other,3
2025-02-20,Береза Борислав,other,2
2025-02-20,Разумков Дмитро,other,1
2025-02-20,Лаченков Ігор,other,1
2025-02-20,Ляшко Олег,other,1
2025-02-20,Луценко Юрій,other,1
2025-02-20,Терехов Ігор,other,1
2025-02-20,Вілкул Олександр,other,3
2025-02-21,Зеленський Володимир,voenkor,46
2025-02-21,Зеленський Володимир,state media,40
2025-02-21,Зеленський Володимир,other,1934
2025-02-21,Арестович Олексій,other,82
2025-02-21,Ляшко Олег,other,76
2025-02-21,Подоляк Михайло,other,11
2025-02-21,Арестович Олексій,voenkor,1
2025-02-21,Залужний Валерій,other,27
2025-02-21,Буданов Кирило,other,6
2025-02-21,Стерненко Сергій,other,4
2025-02-21,Берлінська Марія,other,12
2025-02-21,Федоров Михайло,other,10
2025-02-21,Умеров Рустем,other,2
2025-02-21,Порошенко Петро,other,33
2025-02-21,Усик Олександр,other,12
2025-02-21,Кличко Віталій,other,66
2025-02-21,Портніков Віталій,voenkor,1
2025-02-21,Залужний Валерій,voenkor,4
2025-02-21,Притула Сергій,other,22
2025-02-21,Безугла Мар'яна,other,5
2025-02-21,Малюк Василь,other,16
2025-02-21,Гетманцев Данило,other,4
2025-02-21,Стефанчук Руслан,other,13
2025-02-21,Зеленський Володимир,RU gov official,1
2025-02-21,Кулеба Дмитро,other,1
2025-02-21,Разумков Дмитро,other,3
2025-02-21,Буданов Кирило,voenkor,1
2025-02-21,Тимошенко Юлія,other,15
2025-02-21,Яценюк Арсеній,other,8
2025-02-21,Бутусов Юрій,other,1
2025-02-21,Кузик Петро,other,1
2025-02-21,Арахамія Давид,other,3
2025-02-21,Бровді Роберт,other,1
2025-02-21,Прокопенко Денис,other,1
2025-02-21,Железняк Ярослав,other,1
2025-02-21,Мураєв Євген,other,1
2025-02-21,Береза Борислав,other,1
2025-02-21,Давидюк Микола,other,2
2025-02-21,Лаченков Ігор,other,1
2025-02-21,Білецький Андрій,other,1
2025-02-21,Терехов Ігор,other,1
2025-02-21,Кривонос Сергій,other,1
2025-02-21,Вілкул Олександр,other,3
2025-02-21,Портніков Віталій,other,4
2025-02-21,Чорногоренко Катерина,other,1
2025-02-22,Зеленський Володимир,other,1083
2025-02-22,Зеленський Володимир,voenkor,51
2025-02-22,Подоляк Михайло,voenkor,2
2025-02-22,Зеленський Володимир,state media,40
2025-02-22,Залужний Валерій,other,28
2025-02-22,Стефанчук Руслан,other,77
2025-02-22,Стефанчук Руслан,voenkor,4
2025-02-22,Порошенко Петро,other,24
2025-02-22,Берлінська Марія,other,8
2025-02-22,Стерненко Сергій,other,1
2025-02-22,Стефанчук Руслан,state media,4
2025-02-22,Кулеба Дмитро,other,2
2025-02-22,Усик Олександр,other,10
2025-02-22,Кличко Віталій,other,76
2025-02-22,Терехов Ігор,other,17
2025-02-22,Вілкул Олександр,other,9
2025-02-22,Умеров Рустем,other,2
2025-02-22,Малюк Василь,other,13
2025-02-22,Безугла Мар'яна,other,5
2025-02-22,Буданов Кирило,other,7
2025-02-22,Арестович Олексій,other,11
2025-02-22,Кличко Віталій,voenkor,1
2025-02-22,Порошенко Петро,voenkor,3
2025-02-22,Залужний Валерій,voenkor,1
2025-02-22,Берлінська Марія,voenkor,1
2025-02-22,Маркус Валерій,other,1
2025-02-22,Железняк Ярослав,other,1
2025-02-22,Федоров Михайло,other,5
2025-02-22,Свириденко Юлія,other,5
2025-02-22,Яценюк Арсеній,other,7
2025-02-22,Гордон Дмитро,other,1
2025-02-22,Ляшко Олег,other,2
2025-02-22,Тимошенко Юлія,other,11
2025-02-22,Притула Сергій,other,17
2025-02-22,Кривонос Сергій,other,5
2025-02-22,Кротевич Богдан,other,2
2025-02-22,Подоляк Михайло,other,3
2025-02-22,Прокопенко Денис,other,1
2025-02-22,Береза Борислав,other,1
2025-02-22,Бутусов Юрій,other,1
2025-02-22,Гетманцев Данило,other,1
2025-02-22,Кузик Петро,other,1
2025-02-22,Портніков Віталій,other,2
2025-02-23,Зеленський Володимир,state media,61
2025-02-23,Зеленський Володимир,other,2468
2025-02-23,Свириденко Юлія,other,189
2025-02-23,Подоляк Михайло,other,38
2025-02-23,Буданов Кирило,other,494
2025-02-23,Малюк Василь,other,278
2025-02-23,Умеров Рустем,other,37
2025-02-23,Зеленський Володимир,voenkor,54
2025-02-23,Залужний Валерій,other,22
2025-02-23,Порошенко Петро,other,17
2025-02-23,Берлінська Марія,other,14
2025-02-23,Тимошенко Юлія,other,12
2025-02-23,Кличко Віталій,other,17
2025-02-23,Арестович Олексій,other,16
2025-02-23,Буданов Кирило,state media,3
2025-02-23,Малюк Василь,state media,3
2025-02-23,Свириденко Юлія,state media,2
2025-02-23,Безугла Мар'яна,other,2
2025-02-23,Притула Сергій,other,18
2025-02-23,Буданов Кирило,voenkor,3
2025-02-23,Свириденко Юлія,voenkor,2
2025-02-23,Безугла Мар'яна,voenkor,1
2025-02-23,Малюк Василь,voenkor,1
2025-02-23,Стефанчук Руслан,other,20
2025-02-23,Прокопенко Денис,RU gov official,1
2025-02-23,Прокопенко Денис,voenkor,1
2025-02-23,Умеров Рустем,voenkor,1
2025-02-23,Кулеба Дмитро,other,1
2025-02-23,Порошенко Петро,voenkor,1
2025-02-23,Стефанчук Руслан,voenkor,1
2025-02-23,Тимошенко Юлія,voenkor,1
2025-02-23,Разумков Дмитро,other,3
2025-02-23,Білецький Андрій,other,8
2025-02-23,Маркус Валерій,other,1
2025-02-23,Терехов Ігор,other,1
2025-02-23,Прокопенко Денис,other,6
2025-02-23,Бровді Роберт,other,1
2025-02-23,Бутусов Юрій,other,4
2025-02-23,Береза Борислав,other,3
2025-02-23,Усик Олександр,other,3
2025-02-23,Чорногоренко Катерина,other,1
2025-02-23,Вілкул Олександр,other,6
2025-02-23,Портніков Віталій,other,3
2025-02-23,Стерненко Сергій,other,3
2025-02-24,Подоляк Михайло,voenkor,3
2025-02-24,Залужний Валерій,voenkor,7
2025-02-24,Зеленський Володимир,voenkor,36
2025-02-24,Залужний Валерій,state media,6
2025-02-24,Зеленський Володимир,state media,57
2025-02-24,Зеленський Володимир,other,1650
2025-02-24,Стерненко Сергій,other,1
2025-02-24,Залужний Валерій,other,122
2025-02-24,Железняк Ярослав,voenkor,1
2025-02-24,Зеленський Володимир,RU gov official,1
2025-02-24,Арахамія Давид,other,4
2025-02-24,Буданов Кирило,other,34
2025-02-24,Берлінська Марія,other,15
2025-02-24,Арестович Олексій,other,12
2025-02-24,Буданов Кирило,state media,1
2025-02-24,Терехов Ігор,other,25
2025-02-24,Арестович Олексій,state media,1
2025-02-24,Кличко Віталій,state media,1
2025-02-24,Железняк Ярослав,state media,1
2025-02-24,Кличко Віталій,other,50
2025-02-24,Умеров Рустем,other,4
2025-02-24,Усик Олександр,other,11
2025-02-24,Железняк Ярослав,other,55
2025-02-24,Прокопенко Денис,other,8
2025-02-24,Кривонос Сергій,voenkor,1
2025-02-24,Кулеба Дмитро,other,2
2025-02-24,Притула Сергій,other,9
2025-02-24,Порошенко Петро,other,15
2025-02-24,Тимошенко Юлія,other,4
2025-02-24,Яценюк Арсеній,other,4
2025-02-24,Маркус Валерій,other,1
2025-02-24,Бутусов Юрій,other,3
2025-02-24,Порошенко Петро,voenkor,1
2025-02-24,Тимошенко Юлія,voenkor,1
2025-02-24,Стефанчук Руслан,other,15
2025-02-24,Мураєв Євген,other,2
2025-02-24,Малюк Василь,other,9
2025-02-24,Гордон Дмитро,other,3
2025-02-24,Білецький Андрій,other,3
2025-02-24,Разумков Дмитро,other,1
2025-02-24,Безугла Мар'яна,other,1
2025-02-24,Береза Борислав,other,2
2025-02-24,Давидюк Микола,other,1
2025-02-24,Вілкул Олександр,other,7
2025-02-24,Бойко Юрій,other,1
2025-02-24,Портніков Віталій,other,3
2025-02-24,Чмут Тарас,other,1
2025-02-25,Подоляк Михайло,voenkor,2
2025-02-25,Зеленський Володимир,voenkor,24
2025-02-25,Зеленський Володимир,other,886
2025-02-25,Яценюк Арсеній,other,6
2025-02-25,Малюк Василь,other,7
2025-02-25,Кулеба Дмитро,other,56
2025-02-25,Железняк Ярослав,other,76
2025-02-25,Порошенко Петро,other,37
2025-02-25,Буданов Кирило,voenkor,2
2025-02-25,Чмут Тарас,voenkor,1
2025-02-25,Кулеба Дмитро,voenkor,3
2025-02-25,Залужний Валерій,other,50
2025-02-25,Зеленський Володимир,state media,21
2025-02-25,Усик Олександр,other,21
2025-02-25,Буданов Кирило,other,37
2025-02-25,Притула Сергій,other,19
2025-02-25,Білецький Андрій,other,10
2025-02-25,Подоляк Михайло,other,3
2025-02-25,Порошенко Петро,state media,1
2025-02-25,Кулеба Дмитро,state media,1
2025-02-25,Притула Сергій,state media,1
2025-02-25,Кличко Віталій,other,30
2025-02-25,Буданов Кирило,state media,1
2025-02-25,Терехов Ігор,other,56
2025-02-25,Залужний Валерій,voenkor,1
2025-02-25,Стефанчук Руслан,other,11
2025-02-25,Чмут Тарас,other,24
2025-02-25,Безугла Мар'яна,voenkor,1
2025-02-25,Берлінська Марія,other,2
2025-02-25,Кривонос Сергій,other,1
2025-02-25,Усик Олександр,voenkor,1
2025-02-25,Прокопенко Денис,other,1
2025-02-25,Умеров Рустем,other,4
2025-02-25,Арестович Олексій,other,8
2025-02-25,Тимошенко Юлія,other,4
2025-02-25,Гордон Дмитро,other,1
2025-02-25,Бутусов Юрій,other,1
2025-02-25,Лаченков Ігор,other,1
2025-02-25,Свириденко Юлія,other,2
2025-02-25,Луценко Юрій,other,1
2025-02-25,Береза Борислав,other,1
2025-02-25,Вілкул Олександр,other,10
2025-02-25,Гетманцев Данило,other,2
2025-02-25,Бойко Юрій,other,1
2025-02-25,Портніков Віталій,other,4
2025-02-25,Разумков Дмитро,other,1
2025-02-26,Зеленський Володимир,voenkor,54
2025-02-26,Подоляк Михайло,voenkor,7
2025-02-26,Зеленський Володимир,state media,41
2025-02-26,Арестович Олексій,state media,1
2025-02-26,Кротевич Богдан,other,75
2025-02-26,Зеленський Володимир,other,1293
2025-02-26,Свириденко Юлія,other,40
2025-02-26,Залужний Валерій,other,24
2025-02-26,Буданов Кирило,other,23
2025-02-26,Берлінська Марія,other,12
2025-02-26,Терехов Ігор,voenkor,1
2025-02-26,Прокопенко Денис,other,3
2025-02-26,Порошенко Петро,other,19
2025-02-26,Малюк Василь,other,16
2025-02-26,Вілкул Олександр,other,8
2025-02-26,Терехов Ігор,other,13
2025-02-26,Умеров Рустем,state media,1
2025-02-26,Кротевич Богдан,state media,2
2025-02-26,Кулеба Дмитро,other,4
2025-02-26,Бутусов Юрій,other,1
2025-02-26,Гетманцев Данило,state media,1
2025-02-26,Малюк Василь,state media,1
2025-02-26,Залужний Валерій,state media,1
2025-02-26,Буданов Кирило,state media,1
2025-02-26,Усик Олександр,voenkor,1
2025-02-26,Свириденко Юлія,state media,1
2025-02-26,Кличко Віталій,other,6
2025-02-26,Кривонос Сергій,other,5
2025-02-26,Усик Олександр,other,8
2025-02-26,Залужний Валерій,voenkor,1
2025-02-26,Свириденко Юлія,voenkor,1
2025-02-26,Порошенко Петро,voenkor,1
2025-02-26,Железняк Ярослав,other,10
2025-02-26,Умеров Рустем,other,2
2025-02-26,Кулеба Дмитро,voenkor,1
2025-02-26,Ляшко Олег,voenkor,1
2025-02-26,Стефанчук Руслан,other,3
2025-02-26,Арестович Олексій,other,5
2025-02-26,Подоляк Михайло,other,3
2025-02-26,Гетманцев Данило,other,1
2025-02-26,Тимошенко Юлія,other,5
2025-02-26,Притула Сергій,other,14
2025-02-26,Гордон Дмитро,other,6
2025-02-26,Яценюк Арсеній,other,1
2025-02-26,Портніков Віталій,other,3
2025-02-26,Береза Борислав,other,1
2025-02-26,Луценко Юрій,other,1
2025-02-26,Ляшко Олег,other,2
2025-02-26,Чмут Тарас,other,2
2025-02-26,Іллєнко Андрій,other,1
2025-02-26,Федоров Михайло,other,1
2025-02-26,Безугла Мар'яна,other,1
2025-02-27,Подоляк Михайло,voenkor,2
2025-02-27,Зеленський Володимир,voenkor,23
2025-02-27,Зеленський Володимир,state media,20
2025-02-27,Зеленський Володимир,other,1075
2025-02-27,Свириденко Юлія,other,37
2025-02-27,Буданов Кирило,other,180
2025-02-27,Залужний Валерій,voenkor,2
2025-02-27,Залужний Валерій,other,46
2025-02-27,Порошенко Петро,other,11
2025-02-27,Тимошенко Юлія,other,10
2025-02-27,Усик Олександр,other,12
2025-02-27,Кім Віталій,other,1
2025-02-27,Подоляк Михайло,other,15
2025-02-27,Железняк Ярослав,other,26
2025-02-27,Кротевич Богдан,voenkor,1
2025-02-27,Терехов Ігор,other,7
2025-02-27,Буданов Кирило,voenkor,2
2025-02-27,Берлінська Марія,other,1
2025-02-27,Арестович Олексій,other,4
2025-02-27,Буданов Кирило,state media,1
2025-02-27,Зеленський Володимир,RU gov official,1
2025-02-27,Умеров Рустем,other,8
2025-02-27,Прокопенко Денис,other,1
2025-02-27,Білецький Андрій,other,1
2025-02-27,Притула Сергій,other,21
2025-02-27,Кличко Віталій,other,17
2025-02-27,Стефанчук Руслан,other,6
2025-02-27,Ляшко Олег,other,2
2025-02-27,Лаченков Ігор,other,2
2025-02-27,Луценко Юрій,other,2
2025-02-27,Яценюк Арсеній,other,2
2025-02-27,Кривонос Сергій,other,2
2025-02-27,Малюк Василь,other,7
2025-02-27,Разумков Дмитро,other,1
2025-02-27,Береза Борислав,other,3
2025-02-27,Вілкул Олександр,other,11
2025-02-27,Кулеба Дмитро,other,2
2025-02-27,Портніков Віталій,other,4
2025-02-27,Кротевич Богдан,other,3
2025-02-27,Федоров Михайло,other,1
2025-02-27,Чорногоренко Катерина,other,1
2025-02-27,Арахамія Давид,other,1
2025-02-28,Зеленський Володимир,voenkor,292
2025-02-28,Подоляк Михайло,voenkor,10
2025-02-28,Зеленський Володимир,state media,268
2025-02-28,Зеленський Володимир,other,8288
2025-02-28,Усик Олександр,other,94
2025-02-28,Подоляк Михайло,other,81
2025-02-28,Малюк Василь,other,55
2025-02-28,Кличко Віталій,other,49
2025-02-28,Зеленський Володимир,RU gov official,3
2025-02-28,Терехов Ігор,other,147
2025-02-28,Арестович Олексій,other,7
2025-02-28,Буданов Кирило,other,15
2025-02-28,Усик Олександр,state media,4
2025-02-28,Терехов Ігор,state media,1
2025-02-28,Умеров Рустем,other,4
2025-02-28,Тимошенко Юлія,other,3
2025-02-28,Берлінська Марія,other,8
2025-02-28,Кривонос Сергій,other,4
2025-02-28,Безугла Мар'яна,other,3
2025-02-28,Подоляк Михайло,state media,3
2025-02-28,Порошенко Петро,other,12
2025-02-28,Усик Олександр,voenkor,5
2025-02-28,Малюк Василь,state media,1
2025-02-28,Гетманцев Данило,state media,1
2025-02-28,Буданов Кирило,voenkor,2
2025-02-28,Залужний Валерій,other,24
2025-02-28,Кротевич Богдан,other,16
2025-02-28,Железняк Ярослав,other,4
2025-02-28,Гетманцев Данило,other,21
2025-02-28,Кім Віталій,other,2
2025-02-28,Портніков Віталій,other,4
2025-02-28,Кличко Віталій,voenkor,1
2025-02-28,Залужний Валерій,voenkor,3
2025-02-28,Кротевич Богдан,voenkor,2
2025-02-28,Притула Сергій,other,9
2025-02-28,Порошенко Петро,voenkor,1
2025-02-28,Стефанчук Руслан,other,11
2025-02-28,Мураєв Євген,other,1
2025-02-28,Гордон Дмитро,other,2
2025-02-28,Стерненко Сергій,other,4
2025-02-28,Бутусов Юрій,other,3
2025-02-28,Арахамія Давид,other,1
2025-02-28,Маркус Валерій,other,1
2025-02-28,Лаченков Ігор,other,2
2025-02-28,Свириденко Юлія,other,3
2025-02-28,Береза Борислав,other,2
2025-02-28,Федоров Михайло,other,2
2025-02-28,Білецький Андрій,other,1
2025-02-28,Вілкул Олександр,other,5
2025-02-28,Чмут Тарас,other,1
2025-03-01,Зеленський Володимир,voenkor,148
2025-03-01,Зеленський Володимир,other,4679
2025-03-01,Порошенко Петро,other,29
2025-03-01,Залужний Валерій,other,56
2025-03-01,Зеленський Володимир,RU gov official,6
2025-03-01,Усик Олександр,other,80
2025-03-01,Притула Сергій,other,21
2025-03-01,Усик Олександр,voenkor,2
2025-03-01,Зеленський Володимир,state media,109
2025-03-01,Арестович Олексій,other,39
2025-03-01,Железняк Ярослав,voenkor,1
2025-03-01,Железняк Ярослав,other,66
2025-03-01,Усик Олександр,state media,2
2025-03-01,Берлінська Марія,state media,1
2025-03-01,Берлінська Марія,other,15
2025-03-01,Кличко Віталій,other,21
2025-03-01,Умеров Рустем,voenkor,1
2025-03-01,Кличко Віталій,voenkor,1
2025-03-01,Малюк Василь,other,11
2025-03-01,Терехов Ігор,other,13
2025-03-01,Стерненко Сергій,other,4
2025-03-01,Кривонос Сергій,other,1
2025-03-01,Чмут Тарас,other,1
2025-03-01,Арестович Олексій,voenkor,1
2025-03-01,Лаченков Ігор,other,2
2025-03-01,Подоляк Михайло,other,5
2025-03-01,Портніков Віталій,other,9
2025-03-01,Буданов Кирило,other,10
2025-03-01,Береза Борислав,other,2
2025-03-01,Залужний Валерій,voenkor,1
2025-03-01,Кім Віталій,other,3
2025-03-01,Арахамія Давид,other,2
2025-03-01,Кротевич Богдан,other,5
2025-03-01,Кулеба Дмитро,other,8
2025-03-01,Маркус Валерій,other,1
2025-03-01,Стефанчук Руслан,other,2
2025-03-01,Тимошенко Юлія,other,4
2025-03-01,Бутусов Юрій,other,5
2025-03-01,Карась Євген,other,1
2025-03-01,Разумков Дмитро,other,1
2025-03-01,Верещук Ірина,other,1
2025-03-01,Вілкул Олександр,other,4
2025-03-01,Ляшко Олег,other,2
2025-03-02,Зеленський Володимир,voenkor,55
2025-03-02,Подоляк Михайло,voenkor,2
2025-03-02,Зеленський Володимир,other,2341
2025-03-02,Стерненко Сергій,other,12
2025-03-02,Залужний Валерій,other,75
2025-03-02,Берлінська Марія,other,4
2025-03-02,Зеленський Володимир,state media,45
2025-03-02,Терехов Ігор,other,111
2025-03-02,Усик Олександр,state media,1
2025-03-02,Безугла Мар'яна,other,43
2025-03-02,Вілкул Олександр,other,11
2025-03-02,Усик Олександр,voenkor,1
2025-03-02,Усик Олександр,other,18
2025-03-02,Подоляк Михайло,other,5
2025-03-02,Стефанчук Руслан,other,4
2025-03-02,Арестович Олексій,other,14
2025-03-02,Железняк Ярослав,other,6
2025-03-02,Порошенко Петро,other,11
2025-03-02,Умеров Рустем,other,3
2025-03-02,Кулеба Дмитро,other,2
2025-03-02,Маркус Валерій,other,2
2025-03-02,Залужний Валерій,voenkor,1
2025-03-02,Буданов Кирило,other,5
2025-03-02,Притула Сергій,other,6
2025-03-02,Кличко Віталій,other,2
2025-03-02,Гетманцев Данило,other,3
2025-03-02,Бутусов Юрій,other,2
2025-03-02,Малюк Василь,other,10
2025-03-02,Гордон Дмитро,other,1
2025-03-02,Тимошенко Юлія,other,6
2025-03-02,Кривонос Сергій,other,2
2025-03-02,Береза Борислав,other,1
2025-03-02,Портніков Віталій,other,5
2025-03-02,Кротевич Богдан,other,2
2025-03-02,Лаченков Ігор,other,1
2025-03-03,Безугла Мар'яна,voenkor,3
2025-03-03,Зеленський Володимир,RU gov official,1
2025-03-03,Зеленський Володимир,other,2432
2025-03-03,Чорногоренко Катерина,other,39
2025-03-03,Стерненко Сергій,other,13
2025-03-03,Подоляк Михайло,other,85
2025-03-03,Зеленський Володимир,state media,80
2025-03-03,Зеленський Володимир,voenkor,89
2025-03-03,Кротевич Богдан,voenkor,1
2025-03-03,Бутусов Юрій,other,52
2025-03-03,Гордон Дмитро,other,1
2025-03-03,Малюк Василь,other,10
2025-03-03,Тимошенко Юлія,other,3
2025-03-03,Федоров Михайло,other,6
2025-03-03,Кротевич Богдан,other,14
2025-03-03,Арестович Олексій,other,11
2025-03-03,Безугла Мар'яна,other,10
2025-03-03,Умеров Рустем,voenkor,2
2025-03-03,Разумков Дмитро,other,3
2025-03-03,Портніков Віталій,voenkor,1
2025-03-03,Усик Олександр,other,7
2025-03-03,Кулеба Дмитро,other,7
2025-03-03,Залужний Валерій,other,48
2025-03-03,Буданов Кирило,other,5
2025-03-03,Порошенко Петро,other,10
2025-03-03,Стефанчук Руслан,other,4
2025-03-03,Умеров Рустем,other,6
2025-03-03,Карась Євген,other,4
2025-03-03,Стефанчук Руслан,state media,2
2025-03-03,Бровді Роберт,other,2
2025-03-03,Терехов Ігор,other,5
2025-03-03,Берлінська Марія,other,3
2025-03-03,Свириденко Юлія,other,1
2025-03-03,Залужний Валерій,state media,1
2025-03-03,Умеров Рустем,state media,2
2025-03-03,Кривонос Сергій,other,2
2025-03-03,Береза Борислав,other,4
2025-03-03,Кличко Віталій,other,3
2025-03-03,Подоляк Михайло,voenkor,3
2025-03-03,Арахамія Давид,other,3
2025-03-03,Яценюк Арсеній,other,2
2025-03-03,Ляшко Олег,other,1
2025-03-03,Притула Сергій,other,9
2025-03-03,Прокопенко Денис,other,1
2025-03-03,Чмут Тарас,other,1
2025-03-03,Вілкул Олександр,other,3
2025-03-03,Портніков Віталій,other,4
2025-03-03,Железняк Ярослав,other,1
2025-03-04,Зеленський Володимир,voenkor,82
2025-03-04,Подоляк Михайло,voenkor,6
2025-03-04,Зеленський Володимир,state media,70
2025-03-04,Зеленський Володимир,other,1952
2025-03-04,Притула Сергій,other,13
2025-03-04,Буданов Кирило,other,13
2025-03-04,Кулеба Дмитро,other,4
2025-03-04,Залужний Валерій,other,24
2025-03-04,Терехов Ігор,voenkor,1
2025-03-04,Порошенко Петро,other,9
2025-03-04,Кличко Віталій,other,28
2025-03-04,Подоляк Михайло,other,31
2025-03-04,Арестович Олексій,voenkor,2
2025-03-04,Терехов Ігор,other,15
2025-03-04,Разумков Дмитро,other,5
2025-03-04,Арестович Олексій,other,14
2025-03-04,Порошенко Петро,state media,1
2025-03-04,Подоляк Михайло,state media,2
2025-03-04,Білецький Андрій,other,12
2025-03-04,Федоров Михайло,other,3
2025-03-04,Залужний Валерій,state media,2
2025-03-04,Зеленський Володимир,RU gov official,2
2025-03-04,Усик Олександр,other,8
2025-03-04,Умеров Рустем,other,3
2025-03-04,Бутусов Юрій,other,3
2025-03-04,Стефанчук Руслан,other,8
2025-03-04,Берлінська Марія,other,2
2025-03-04,Кротевич Богдан,other,6
2025-03-04,Чмут Тарас,other,1
2025-03-04,Безугла Мар'яна,other,6
2025-03-04,Гетманцев Данило,other,2
2025-03-04,Арахамія Давид,other,3
2025-03-04,Малюк Василь,other,12
2025-03-04,Яценюк Арсеній,other,2
2025-03-04,Гордон Дмитро,other,4
2025-03-04,Тимошенко Юлія,other,6
2025-03-04,Стерненко Сергій,other,3
2025-03-04,Вілкул Олександр,other,5
2025-03-04,Береза Борислав,other,2
2025-03-04,Кривонос Сергій,other,1
2025-03-04,Портніков Віталій,other,5
2025-03-05,Зеленський Володимир,voenkor,45
2025-03-05,Зеленський Володимир,other,1600
2025-03-05,Зеленський Володимир,state media,41
2025-03-05,Притула Сергій,other,13
2025-03-05,Кулеба Дмитро,other,13
2025-03-05,Кривонос Сергій,voenkor,1
2025-03-05,Кулеба Дмитро,voenkor,1
2025-03-05,Зеленський Володимир,RU gov official,3
2025-03-05,Умеров Рустем,other,14
2025-03-05,Вілкул Олександр,other,49
2025-03-05,Арахамія Давид,other,16
2025-03-05,Федоров Михайло,other,31
2025-03-05,Берлінська Марія,state media,1
2025-03-05,Арестович Олексій,other,5
2025-03-05,Усик Олександр,other,17
2025-03-05,Терехов Ігор,other,38
2025-03-05,Усик Олександр,voenkor,1
2025-03-05,Маркус Валерій,voenkor,1
2025-03-05,Буданов Кирило,other,12
2025-03-05,Порошенко Петро,other,17
2025-03-05,Буданов Кирило,voenkor,1
2025-03-05,Маркус Валерій,other,4
2025-03-05,Берлінська Марія,other,3
2025-03-05,Залужний Валерій,other,10
2025-03-05,Подоляк Михайло,other,2
2025-03-05,Кличко Віталій,other,5
2025-03-05,Стефанчук Руслан,other,4
2025-03-05,Малюк Василь,other,7
2025-03-05,Гетманцев Данило,other,1
2025-03-05,Гордон Дмитро,other,1
2025-03-05,Тимошенко Юлія,other,2
2025-03-05,Кривонос Сергій,other,1
2025-03-05,Лаченков Ігор,other,1
2025-03-05,Стерненко Сергій,other,6
2025-03-05,Білецький Андрій,other,3
2025-03-05,Разумков Дмитро,other,1
2025-03-05,Луценко Юрій,other,1
2025-03-05,Береза Борислав,other,3
2025-03-05,Кротевич Богдан,other,1
2025-03-05,Портніков Віталій,other,4
2025-03-05,Железняк Ярослав,other,3
2025-03-06,Подоляк Михайло,voenkor,4
2025-03-06,Зеленський Володимир,other,1417
2025-03-06,Залужний Валерій,other,257
2025-03-06,Порошенко Петро,other,241
2025-03-06,Тимошенко Юлія,other,247
2025-03-06,Притула Сергій,other,21
2025-03-06,Залужний Валерій,state media,6
2025-03-06,Буданов Кирило,other,22
2025-03-06,Кличко Віталій,other,35
2025-03-06,Зеленський Володимир,voenkor,51
2025-03-06,Порошенко Петро,voenkor,7
2025-03-06,Тимошенко Юлія,voenkor,7
2025-03-06,Умеров Рустем,other,17
2025-03-06,Залужний Валерій,voenkor,10
2025-03-06,Зеленський Володимир,state media,32
2025-03-06,Арахамія Давид,other,10
2025-03-06,Вілкул Олександр,other,29
2025-03-06,Порошенко Петро,state media,4
2025-03-06,Тимошенко Юлія,state media,5
2025-03-06,Терехов Ігор,other,40
2025-03-06,Умеров Рустем,state media,1
2025-03-06,Арестович Олексій,other,6
2025-03-06,Кривонос Сергій,voenkor,2
2025-03-06,Безугла Мар'яна,voenkor,1
2025-03-06,Усик Олександр,other,10
2025-03-06,Стерненко Сергій,voenkor,1
2025-03-06,Буданов Кирило,RU gov official,1
2025-03-06,Зеленський Володимир,RU gov official,5
2025-03-06,Подоляк Михайло,other,6
2025-03-06,Кривонос Сергій,other,10
2025-03-06,Берлінська Марія,other,4
2025-03-06,Стерненко Сергій,other,12
2025-03-06,Буданов Кирило,voenkor,1
2025-03-06,Кличко Віталій,voenkor,1
2025-03-06,Гордон Дмитро,other,3
2025-03-06,Кличко Віталій,state media,2
2025-03-06,Береза Борислав,other,3
2025-03-06,Стефанчук Руслан,other,7
2025-03-06,Разумков Дмитро,other,4
2025-03-06,Малюк Василь,other,6
2025-03-06,Бутусов Юрій,other,3
2025-03-06,Безугла Мар'яна,other,2
2025-03-06,Кузик Петро,other,1
2025-03-06,Чмут Тарас,other,1
2025-03-06,Свириденко Юлія,other,1
2025-03-06,Луценко Юрій,other,1
2025-03-06,Ляшко Олег,other,1
2025-03-06,Кулеба Дмитро,other,4
