date,politician,channel_type,mentions
2022-02-24,Зеленський Володимир,other,1503
2022-02-24,Арестович Олексій,other,231
2022-02-24,Федоров Михайло,other,6
2022-02-24,Подоляк Михайло,other,209
2022-02-24,Усик Олександр,other,19
2022-02-24,Бутусов Юрій,other,46
2022-02-24,Верещук Ірина,other,24
2022-02-24,Кличко Віталій,other,130
2022-02-24,Залужний Валерій,other,124
2022-02-24,Кулеба Дмитро,other,62
2022-02-24,Безугла Мар'яна,other,35
2022-02-24,Стефанчук Руслан,other,27
2022-02-24,Терехов Ігор,other,39
2022-02-24,Умеров Рустем,other,1
2022-02-24,Гордон Дмитро,other,9
2022-02-24,Порошенко Петро,other,33
2022-02-24,Тимошенко Юлія,other,5
2022-02-24,Яценюк Арсеній,other,5
2022-02-24,Портніков Віталій,other,3
2022-02-24,Мураєв Євген,other,2
2022-02-24,Зеленський Володимир,voenkor,2
2022-02-24,Білецький Андрій,voenkor,1
2022-02-24,Білецький Андрій,other,4
2022-02-24,Ляшко Олег,other,29
2022-02-24,Берлінська Марія,other,1
2022-02-24,Притула Сергій,other,5
2022-02-24,Іллєнко Андрій,other,3
2022-02-24,Кім Віталій,other,8
2022-02-24,Чмут Тарас,other,4
2022-02-24,Арахамія Давид,other,2
2022-02-24,Малюк Василь,other,1
2022-02-24,Карась Євген,other,1
2022-02-24,Вілкул Олександр,other,8
2022-02-25,Зеленський Володимир,other,1274
2022-02-25,Кулеба Дмитро,other,86
2022-02-25,Кличко Віталій,other,212
2022-02-25,Федоров Михайло,other,19
2022-02-25,Арестович Олексій,other,144
2022-02-25,Кім Віталій,other,16
2022-02-25,Подоляк Михайло,other,192
2022-02-25,Стефанчук Руслан,other,31
2022-02-25,Терехов Ігор,other,24
2022-02-25,Арахамія Давид,other,9
2022-02-25,Карась Євген,other,16
2022-02-25,Порошенко Петро,other,36
2022-02-25,Усик Олександр,other,1
2022-02-25,Прокопенко Денис,other,1
2022-02-25,Залужний Валерій,other,31
2022-02-25,Притула Сергій,other,70
2022-02-25,Ляшко Олег,other,5
2022-02-25,Зеленський Володимир,voenkor,1
2022-02-25,Порошенко Петро,voenkor,1
2022-02-25,Тимошенко Юлія,other,1
2022-02-25,Яценюк Арсеній,other,2
2022-02-25,Бутусов Юрій,other,9
2022-02-25,Чмут Тарас,other,2
2022-02-25,Берлінська Марія,other,2
2022-02-25,Безугла Мар'яна,other,3
2022-02-25,Буданов Кирило,other,1
2022-02-25,Вілкул Олександр,other,10
2022-02-25,Мураєв Євген,other,1
2022-02-25,Малюк Василь,other,1
2022-02-26,Зеленський Володимир,other,903
2022-02-26,Карась Євген,other,28
2022-02-26,Арахамія Давид,other,23
2022-02-26,Кулеба Дмитро,other,144
2022-02-26,Бойко Юрій,other,13
2022-02-26,Арестович Олексій,other,111
2022-02-26,Кличко Віталій,other,183
2022-02-26,Федоров Михайло,other,46
2022-02-26,Усик Олександр,other,39
2022-02-26,Подоляк Михайло,other,209
2022-02-26,Верещук Ірина,other,49
2022-02-26,Ляшко Олег,other,36
2022-02-26,Тимошенко Юлія,other,11
2022-02-26,Безугла Мар'яна,other,6
2022-02-26,Порошенко Петро,other,35
2022-02-26,Яценюк Арсеній,other,3
2022-02-26,Стефанчук Руслан,other,4
2022-02-26,Малюк Василь,other,8
2022-02-26,Притула Сергій,other,18
2022-02-26,Білецький Андрій,other,1
2022-02-26,Разумков Дмитро,other,6
2022-02-26,Железняк Ярослав,other,6
2022-02-26,Зеленський Володимир,voenkor,1
2022-02-26,Кім Віталій,other,13
2022-02-26,Іллєнко Андрій,other,1
2022-02-26,Прокопенко Денис,other,1
2022-02-26,Гордон Дмитро,other,1
2022-02-26,Терехов Ігор,other,9
2022-02-26,Залужний Валерій,other,6
2022-02-26,Стерненко Сергій,other,1
2022-02-26,Вілкул Олександр,other,10
2022-02-26,Мураєв Євген,other,1
2022-02-27,Зеленський Володимир,other,1021
2022-02-27,Усик Олександр,other,35
2022-02-27,Залужний Валерій,other,51
2022-02-27,Кулеба Дмитро,other,83
2022-02-27,Федоров Михайло,other,28
2022-02-27,Арестович Олексій,other,338
2022-02-27,Арахамія Давид,other,56
2022-02-27,Подоляк Михайло,other,51
2022-02-27,Кім Віталій,other,19
2022-02-27,Безугла Мар'яна,other,14
2022-02-27,Кличко Віталій,other,132
2022-02-27,Умеров Рустем,other,1
2022-02-27,Притула Сергій,other,22
2022-02-27,Порошенко Петро,other,9
2022-02-27,Ляшко Олег,other,56
2022-02-27,Лаченков Ігор,other,2
2022-02-27,Яценюк Арсеній,other,1
2022-02-27,Гордон Дмитро,other,3
2022-02-27,Береза Борислав,other,2
2022-02-27,Терехов Ігор,other,11
2022-02-27,Берлінська Марія,other,6
2022-02-27,Малюк Василь,other,2
2022-02-27,Карась Євген,other,7
2022-02-27,Стефанчук Руслан,other,5
2022-02-27,Чмут Тарас,other,2
2022-02-27,Вілкул Олександр,other,7
2022-02-27,Бойко Юрій,other,1
2022-02-27,Білецький Андрій,other,3
2022-02-27,Железняк Ярослав,other,1
2022-02-27,Верещук Ірина,other,1
2022-02-28,Подоляк Михайло,other,382
2022-02-28,Зеленський Володимир,other,856
2022-02-28,Арестович Олексій,other,133
2022-02-28,Берлінська Марія,other,35
2022-02-28,Арахамія Давид,other,169
2022-02-28,Терехов Ігор,other,58
2022-02-28,Залужний Валерій,other,44
2022-02-28,Верещук Ірина,other,26
2022-02-28,Умеров Рустем,other,40
2022-02-28,Федоров Михайло,other,45
2022-02-28,Кличко Віталій,other,74
2022-02-28,Усик Олександр,other,45
2022-02-28,Порошенко Петро,other,32
2022-02-28,Яценюк Арсеній,other,7
2022-02-28,Кулеба Дмитро,other,27
2022-02-28,Зеленський Володимир,voenkor,1
2022-02-28,Усик Олександр,voenkor,1
2022-02-28,Стефанчук Руслан,other,10
2022-02-28,Кривонос Сергій,other,2
2022-02-28,Стерненко Сергій,other,1
2022-02-28,Притула Сергій,other,14
2022-02-28,Ляшко Олег,other,8
2022-02-28,Мураєв Євген,other,10
2022-02-28,Кім Віталій,other,10
2022-02-28,Разумков Дмитро,other,2
2022-02-28,Гетманцев Данило,other,3
2022-02-28,Карась Євген,other,2
2022-02-28,Чмут Тарас,other,1
2022-02-28,Буданов Кирило,other,1
2022-02-28,Малюк Василь,other,2
2022-02-28,Вілкул Олександр,other,9
2022-02-28,Железняк Ярослав,other,1
2022-03-01,Зеленський Володимир,other,1151
2022-03-01,Подоляк Михайло,other,39
2022-03-01,Верещук Ірина,other,31
2022-03-01,Кулеба Дмитро,other,75
2022-03-01,Залужний Валерій,other,28
2022-03-01,Кличко Віталій,other,70
2022-03-01,Разумков Дмитро,other,28
2022-03-01,Терехов Ігор,other,26
2022-03-01,Арестович Олексій,other,74
2022-03-01,Кім Віталій,other,17
2022-03-01,Федоров Михайло,other,13
2022-03-01,Тимошенко Юлія,other,15
2022-03-01,Малюк Василь,other,11
2022-03-01,Бутусов Юрій,other,11
2022-03-01,Маркус Валерій,other,9
2022-03-01,Порошенко Петро,other,6
2022-03-01,Зеленський Володимир,voenkor,1
2022-03-01,Ляшко Олег,other,9
2022-03-01,Берлінська Марія,other,2
2022-03-01,Безугла Мар'яна,other,3
2022-03-01,Гетманцев Данило,other,17
2022-03-01,Стефанчук Руслан,other,9
2022-03-01,Вілкул Олександр,other,9
2022-03-01,Білецький Андрій,other,3
2022-03-01,Гордон Дмитро,other,1
2022-03-01,Арахамія Давид,other,1
2022-03-01,Притула Сергій,other,8
2022-03-01,Усик Олександр,other,1
2022-03-01,Стерненко Сергій,other,2
2022-03-01,Мураєв Євген,other,1
2022-03-01,Яценюк Арсеній,other,1
2022-03-02,Зеленський Володимир,other,642
2022-03-02,Кулеба Дмитро,other,124
2022-03-02,Арестович Олексій,other,370
2022-03-02,Подоляк Михайло,other,74
2022-03-02,Арахамія Давид,other,94
2022-03-02,Терехов Ігор,other,42
2022-03-02,Бутусов Юрій,other,26
2022-03-02,Федоров Михайло,other,30
2022-03-02,Кім Віталій,other,17
2022-03-02,Ляшко Олег,other,5
2022-03-02,Порошенко Петро,other,11
2022-03-02,Кличко Віталій,other,29
2022-03-02,Луценко Юрій,other,3
2022-03-02,Зеленський Володимир,voenkor,2
2022-03-02,Притула Сергій,other,29
2022-03-02,Стефанчук Руслан,other,17
2022-03-02,Стерненко Сергій,other,2
2022-03-02,Гордон Дмитро,other,9
2022-03-02,Маркус Валерій,other,8
2022-03-02,Верещук Ірина,other,5
2022-03-02,Тимошенко Юлія,other,1
2022-03-02,Залужний Валерій,other,14
2022-03-02,Свириденко Юлія,other,2
2022-03-02,Усик Олександр,other,3
2022-03-02,Карась Євген,other,4
2022-03-02,Бойко Юрій,other,1
2022-03-02,Железняк Ярослав,other,3
2022-03-02,Вілкул Олександр,other,9
2022-03-02,Малюк Василь,other,7
2022-03-02,Мураєв Євген,other,2
2022-03-02,Безугла Мар'яна,other,1
2022-03-03,Подоляк Михайло,other,234
2022-03-03,Зеленський Володимир,other,1058
2022-03-03,Кім Віталій,other,40
2022-03-03,Кулеба Дмитро,other,204
2022-03-03,Терехов Ігор,other,32
2022-03-03,Усик Олександр,other,56
2022-03-03,Залужний Валерій,other,44
2022-03-03,Арестович Олексій,other,105
2022-03-03,Арахамія Давид,other,58
2022-03-03,Свириденко Юлія,other,1
2022-03-03,Верещук Ірина,other,8
2022-03-03,Маркус Валерій,other,2
2022-03-03,Порошенко Петро,other,8
2022-03-03,Яценюк Арсеній,other,2
2022-03-03,Кличко Віталій,other,22
2022-03-03,Бутусов Юрій,other,6
2022-03-03,Берлінська Марія,other,3
2022-03-03,Зеленський Володимир,voenkor,1
2022-03-03,Умеров Рустем,other,1
2022-03-03,Притула Сергій,other,28
2022-03-03,Железняк Ярослав,other,10
2022-03-03,Федоров Михайло,other,17
2022-03-03,Малюк Василь,other,5
2022-03-03,Вілкул Олександр,other,13
2022-03-03,Білецький Андрій,other,7
2022-03-03,Карась Євген,other,2
2022-03-03,Стефанчук Руслан,other,4
2022-03-03,Чмут Тарас,other,4
2022-03-03,Мураєв Євген,other,1
2022-03-03,Безугла Мар'яна,other,1
2022-03-04,Зеленський Володимир,other,1225
2022-03-04,Подоляк Михайло,other,313
2022-03-04,Арахамія Давид,other,89
2022-03-04,Арестович Олексій,other,182
2022-03-04,Стефанчук Руслан,other,56
2022-03-04,Кулеба Дмитро,other,104
2022-03-04,Кім Віталій,other,32
2022-03-04,Федоров Михайло,other,4
2022-03-04,Усик Олександр,other,22
2022-03-04,Залужний Валерій,other,21
2022-03-04,Берлінська Марія,other,6
2022-03-04,Верещук Ірина,other,17
2022-03-04,Порошенко Петро,other,4
2022-03-04,Терехов Ігор,other,21
2022-03-04,Гетманцев Данило,other,2
2022-03-04,Кличко Віталій,other,38
2022-03-04,Зеленський Володимир,voenkor,2
2022-03-04,Маркус Валерій,other,3
2022-03-04,Притула Сергій,other,24
2022-03-04,Малюк Василь,other,28
2022-03-04,Вілкул Олександр,other,14
2022-03-04,Бутусов Юрій,other,9
2022-03-04,Чмут Тарас,other,1
2022-03-04,Мураєв Євген,other,1
2022-03-04,Безугла Мар'яна,other,1
2022-03-05,Арестович Олексій,other,138
2022-03-05,Кулеба Дмитро,other,150
2022-03-05,Кім Віталій,other,59
2022-03-05,Зеленський Володимир,other,575
2022-03-05,Бутусов Юрій,other,12
2022-03-05,Подоляк Михайло,other,44
2022-03-05,Верещук Ірина,other,89
2022-03-05,Арахамія Давид,other,56
2022-03-05,Кличко Віталій,other,16
2022-03-05,Порошенко Петро,other,11
2022-03-05,Терехов Ігор,other,14
2022-03-05,Зеленський Володимир,RU gov official,1
2022-03-05,Зеленський Володимир,voenkor,2
2022-03-05,Кривонос Сергій,other,5
2022-03-05,Малюк Василь,other,12
2022-03-05,Усик Олександр,other,4
2022-03-05,Маркус Валерій,other,8
2022-03-05,Берлінська Марія,other,2
2022-03-05,Притула Сергій,other,16
2022-03-05,Стерненко Сергій,other,1
2022-03-05,Чмут Тарас,other,3
2022-03-05,Федоров Михайло,other,9
2022-03-05,Карась Євген,other,3
2022-03-05,Залужний Валерій,other,2
2022-03-05,Мураєв Євген,other,1
2022-03-05,Вілкул Олександр,other,12
2022-03-05,Тимошенко Юлія,other,2
2022-03-05,Стефанчук Руслан,other,1
2022-03-06,Зеленський Володимир,other,721
2022-03-06,Арестович Олексій,other,189
2022-03-06,Арахамія Давид,other,151
2022-03-06,Кім Віталій,other,42
2022-03-06,Кулеба Дмитро,other,121
2022-03-06,Подоляк Михайло,other,50
2022-03-06,Терехов Ігор,other,62
2022-03-06,Бутусов Юрій,other,42
2022-03-06,Верещук Ірина,other,29
2022-03-06,Ляшко Олег,other,7
2022-03-06,Кличко Віталій,other,30
2022-03-06,Порошенко Петро,other,12
2022-03-06,Стефанчук Руслан,other,8
2022-03-06,Умеров Рустем,RU gov official,1
2022-03-06,Зеленський Володимир,RU gov official,1
2022-03-06,Тимошенко Юлія,other,2
2022-03-06,Залужний Валерій,other,20
2022-03-06,Притула Сергій,other,5
2022-03-06,Стерненко Сергій,other,2
2022-03-06,Малюк Василь,other,11
2022-03-06,Яценюк Арсеній,other,3
2022-03-06,Вілкул Олександр,other,10
2022-03-06,Федоров Михайло,other,3
2022-03-06,Маркус Валерій,other,1
2022-03-06,Усик Олександр,other,1
2022-03-06,Безугла Мар'яна,other,2
2022-03-07,Арестович Олексій,other,113
2022-03-07,Подоляк Михайло,other,287
2022-03-07,Кулеба Дмитро,other,166
2022-03-07,Зеленський Володимир,other,630
2022-03-07,Кім Віталій,other,47
2022-03-07,Бойко Юрій,other,37
2022-03-07,Верещук Ірина,other,96
2022-03-07,Кличко Віталій,other,15
2022-03-07,Порошенко Петро,other,8
2022-03-07,Арахамія Давид,other,14
2022-03-07,Карась Євген,other,3
2022-03-07,Зеленський Володимир,RU gov official,1
2022-03-07,Яценюк Арсеній,other,1
2022-03-07,Тимошенко Юлія,other,4
2022-03-07,Зеленський Володимир,voenkor,1
2022-03-07,Усик Олександр,other,5
2022-03-07,Ляшко Олег,other,2
2022-03-07,Буданов Кирило,other,6
2022-03-07,Залужний Валерій,other,46
2022-03-07,Притула Сергій,other,11
2022-03-07,Мураєв Євген,other,8
2022-03-07,Федоров Михайло,other,7
2022-03-07,Бутусов Юрій,other,5
2022-03-07,Гордон Дмитро,other,1
2022-03-07,Малюк Василь,other,15
2022-03-07,Прокопенко Денис,other,1
2022-03-07,Безугла Мар'яна,other,1
2022-03-07,Терехов Ігор,other,4
2022-03-07,Чмут Тарас,other,2
2022-03-07,Стефанчук Руслан,other,2
2022-03-07,Вілкул Олександр,other,15
2022-03-07,Портніков Віталій,other,1
2022-03-08,Зеленський Володимир,other,806
2022-03-08,Арестович Олексій,other,188
2022-03-08,Арахамія Давид,other,45
2022-03-08,Кулеба Дмитро,other,90
2022-03-08,Кім Віталій,other,22
2022-03-08,Кличко Віталій,other,5
2022-03-08,Подоляк Михайло,other,44
2022-03-08,Верещук Ірина,other,81
2022-03-08,Усик Олександр,other,25
2022-03-08,Карась Євген,other,6
2022-03-08,Тимошенко Юлія,other,9
2022-03-08,Порошенко Петро,other,24
2022-03-08,Терехов Ігор,other,9
2022-03-08,Берлінська Марія,other,3
2022-03-08,Федоров Михайло,other,10
2022-03-08,Притула Сергій,other,9
2022-03-08,Ляшко Олег,other,3
2022-03-08,Маркус Валерій,other,2
2022-03-08,Бутусов Юрій,other,4
2022-03-08,Малюк Василь,other,5
2022-03-08,Яценюк Арсеній,other,2
2022-03-08,Бойко Юрій,other,2
2022-03-08,Вілкул Олександр,other,6
2022-03-08,Стефанчук Руслан,other,5
2022-03-08,Чмут Тарас,other,1
2022-03-08,Портніков Віталій,other,1
2022-03-08,Білецький Андрій,other,1
2022-03-08,Стерненко Сергій,other,1
2022-03-08,Безугла Мар'яна,other,1
2022-03-09,Зеленський Володимир,other,544
2022-03-09,Кім Віталій,other,23
2022-03-09,Подоляк Михайло,other,75
2022-03-09,Кулеба Дмитро,other,198
2022-03-09,Гетманцев Данило,other,17
2022-03-09,Тимошенко Юлія,other,33
2022-03-09,Терехов Ігор,other,15
2022-03-09,Верещук Ірина,other,77
2022-03-09,Арестович Олексій,other,167
2022-03-09,Федоров Михайло,other,19
2022-03-09,Залужний Валерій,other,8
2022-03-09,Порошенко Петро,other,5
2022-03-09,Усик Олександр,other,14
2022-03-09,Кличко Віталій,other,25
2022-03-09,Арахамія Давид,other,24
2022-03-09,Стефанчук Руслан,other,5
2022-03-09,Бутусов Юрій,other,4
2022-03-09,Притула Сергій,other,6
2022-03-09,Зеленський Володимир,voenkor,1
2022-03-09,Вілкул Олександр,other,20
2022-03-09,Берлінська Марія,other,3
2022-03-09,Ляшко Олег,other,2
2022-03-09,Гордон Дмитро,other,3
2022-03-09,Карась Євген,other,1
2022-03-09,Стерненко Сергій,other,1
2022-03-09,Малюк Василь,other,6
2022-03-09,Разумков Дмитро,other,1
2022-03-09,Буданов Кирило,other,1
2022-03-09,Портніков Віталій,other,2
2022-03-09,Маркус Валерій,other,1
2022-03-09,Безугла Мар'яна,other,2
2022-03-10,Вілкул Олександр,other,28
2022-03-10,Зеленський Володимир,other,510
2022-03-10,Терехов Ігор,other,40
2022-03-10,Кім Віталій,other,22
2022-03-10,Кулеба Дмитро,other,543
2022-03-10,Верещук Ірина,other,123
2022-03-10,Подоляк Михайло,other,17
2022-03-10,Арестович Олексій,other,132
2022-03-10,Залужний Валерій,other,34
2022-03-10,Кличко Віталій,other,59
2022-03-10,Порошенко Петро,other,12
2022-03-10,Берлінська Марія,other,5
2022-03-10,Федоров Михайло,other,21
2022-03-10,Гордон Дмитро,other,1
2022-03-10,Тимошенко Юлія,other,16
2022-03-10,Ляшко Олег,other,19
2022-03-10,Умеров Рустем,other,1
2022-03-10,Притула Сергій,other,35
2022-03-10,Яценюк Арсеній,other,2
2022-03-10,Бутусов Юрій,other,3
2022-03-10,Усик Олександр,other,2
2022-03-10,Малюк Василь,other,2
2022-03-10,Стефанчук Руслан,other,5
2022-03-10,Білецький Андрій,other,2
2022-03-10,Портніков Віталій,other,1
2022-03-10,Безугла Мар'яна,other,1
2022-03-11,Зеленський Володимир,other,391
2022-03-11,Буданов Кирило,other,24
2022-03-11,Верещук Ірина,other,87
2022-03-11,Арестович Олексій,other,159
2022-03-11,Кулеба Дмитро,other,81
2022-03-11,Кім Віталій,other,46
2022-03-11,Подоляк Михайло,other,80
2022-03-11,Терехов Ігор,other,18
2022-03-11,Порошенко Петро,other,44
2022-03-11,Ляшко Олег,other,26
2022-03-11,Залужний Валерій,other,33
2022-03-11,Кличко Віталій,other,33
2022-03-11,Умеров Рустем,other,3
2022-03-11,Зеленський Володимир,voenkor,1
2022-03-11,Берлінська Марія,other,3
2022-03-11,Притула Сергій,other,27
2022-03-11,Тимошенко Юлія,other,24
2022-03-11,Бутусов Юрій,other,2
2022-03-11,Мураєв Євген,other,2
2022-03-11,Федоров Михайло,other,18
2022-03-11,Малюк Василь,other,4
2022-03-11,Усик Олександр,other,3
2022-03-11,Стерненко Сергій,other,1
2022-03-11,Карась Євген,other,7
2022-03-11,Вілкул Олександр,other,8
2022-03-11,Яценюк Арсеній,other,1
2022-03-11,Стефанчук Руслан,other,3
2022-03-11,Портніков Віталій,other,1
2022-03-12,Арестович Олексій,other,182
2022-03-12,Зеленський Володимир,other,847
2022-03-12,Залужний Валерій,other,21
2022-03-12,Порошенко Петро,other,25
2022-03-12,Верещук Ірина,other,105
2022-03-12,Усик Олександр,other,41
2022-03-12,Кулеба Дмитро,other,113
2022-03-12,Подоляк Михайло,other,92
2022-03-12,Кім Віталій,other,13
2022-03-12,Стефанчук Руслан,other,23
2022-03-12,Тимошенко Юлія,other,27
2022-03-12,Арахамія Давид,other,4
2022-03-12,Буданов Кирило,other,64
2022-03-12,Кличко Віталій,other,11
2022-03-12,Маркус Валерій,other,2
2022-03-12,Притула Сергій,other,18
2022-03-12,Портніков Віталій,other,5
2022-03-12,Мураєв Євген,other,2
2022-03-12,Малюк Василь,other,11
2022-03-12,Умеров Рустем,other,1
2022-03-12,Бутусов Юрій,other,6
2022-03-12,Ляшко Олег,other,1
2022-03-12,Гетманцев Данило,other,2
2022-03-12,Федоров Михайло,other,5
2022-03-12,Береза Борислав,other,1
2022-03-12,Яценюк Арсеній,other,1
2022-03-12,Іллєнко Андрій,other,1
2022-03-12,Вілкул Олександр,other,12
2022-03-12,Терехов Ігор,other,1
2022-03-12,Чмут Тарас,other,1
2022-03-12,Свириденко Юлія,other,1
2022-03-13,Подоляк Михайло,other,221
2022-03-13,Зеленський Володимир,other,401
2022-03-13,Арестович Олексій,other,232
2022-03-13,Ляшко Олег,other,10
2022-03-13,Верещук Ірина,other,105
2022-03-13,Залужний Валерій,other,47
2022-03-13,Кулеба Дмитро,other,47
2022-03-13,Арахамія Давид,other,30
2022-03-13,Кім Віталій,other,55
2022-03-13,Стерненко Сергій,other,1
2022-03-13,Умеров Рустем,other,3
2022-03-13,Порошенко Петро,other,10
2022-03-13,Усик Олександр,other,5
2022-03-13,Кличко Віталій,other,18
2022-03-13,Федоров Михайло,other,10
2022-03-13,Карась Євген,other,2
2022-03-13,Мураєв Євген,other,3
2022-03-13,Терехов Ігор,other,4
2022-03-13,Портніков Віталій,other,4
2022-03-13,Вілкул Олександр,other,13
2022-03-13,Притула Сергій,other,10
2022-03-13,Бутусов Юрій,other,1
2022-03-13,Стефанчук Руслан,other,7
2022-03-13,Білецький Андрій,other,2
2022-03-13,Малюк Василь,other,3
2022-03-14,Зеленський Володимир,other,467
2022-03-14,Арестович Олексій,other,195
2022-03-14,Верещук Ірина,other,91
2022-03-14,Порошенко Петро,other,39
2022-03-14,Подоляк Михайло,other,191
2022-03-14,Терехов Ігор,other,46
2022-03-14,Кім Віталій,other,21
2022-03-14,Кулеба Дмитро,other,59
2022-03-14,Залужний Валерій,other,52
2022-03-14,Арахамія Давид,other,18
2022-03-14,Разумков Дмитро,other,2
2022-03-14,Гордон Дмитро,other,1
2022-03-14,Кличко Віталій,other,23
2022-03-14,Усик Олександр,other,3
2022-03-14,Вілкул Олександр,other,21
2022-03-14,Притула Сергій,other,16
2022-03-14,Прокопенко Денис,other,4
2022-03-14,Стефанчук Руслан,other,14
2022-03-14,Тимошенко Юлія,other,8
2022-03-14,Карась Євген,other,3
2022-03-14,Бутусов Юрій,other,4
2022-03-14,Федоров Михайло,other,4
2022-03-14,Гетманцев Данило,other,2
2022-03-14,Малюк Василь,other,3
2022-03-14,Чмут Тарас,other,1
2022-03-14,Мураєв Євген,other,1
2022-03-14,Портніков Віталій,other,1
2022-03-15,Зеленський Володимир,other,924
2022-03-15,Федоров Михайло,other,30
2022-03-15,Верещук Ірина,other,114
2022-03-15,Подоляк Михайло,other,130
2022-03-15,Кличко Віталій,other,89
2022-03-15,Арахамія Давид,other,59
2022-03-15,Арестович Олексій,other,156
2022-03-15,Кулеба Дмитро,other,37
2022-03-15,Кім Віталій,other,23
2022-03-15,Залужний Валерій,other,35
2022-03-15,Тимошенко Юлія,other,12
2022-03-15,Порошенко Петро,other,10
2022-03-15,Умеров Рустем,other,1
2022-03-15,Терехов Ігор,other,4
2022-03-15,Зеленський Володимир,RU gov official,1
2022-03-15,Усик Олександр,other,3
2022-03-15,Бутусов Юрій,other,5
2022-03-15,Вілкул Олександр,other,12
2022-03-15,Стефанчук Руслан,other,12
2022-03-15,Білецький Андрій,other,1
2022-03-15,Притула Сергій,other,7
2022-03-15,Гетманцев Данило,other,3
2022-03-15,Портніков Віталій,other,1
2022-03-15,Малюк Василь,other,6
2022-03-15,Железняк Ярослав,other,1
2022-03-15,Бойко Юрій,other,1
2022-03-16,Зеленський Володимир,other,1000
2022-03-16,Верещук Ірина,other,73
2022-03-16,Подоляк Михайло,other,171
2022-03-16,Арестович Олексій,other,115
2022-03-16,Кулеба Дмитро,other,51
2022-03-16,Кім Віталій,other,14
2022-03-16,Арахамія Давид,other,5
2022-03-16,Малюк Василь,other,8
2022-03-16,Тимошенко Юлія,other,24
2022-03-16,Берлінська Марія,other,15
2022-03-16,Кличко Віталій,other,63
2022-03-16,Бутусов Юрій,other,3
2022-03-16,Зеленський Володимир,RU gov official,1
2022-03-16,Порошенко Петро,RU gov official,1
2022-03-16,Усик Олександр,other,5
2022-03-16,Гордон Дмитро,other,2
2022-03-16,Зеленський Володимир,voenkor,2
2022-03-16,Залужний Валерій,other,38
2022-03-16,Стефанчук Руслан,other,10
2022-03-16,Федоров Михайло,other,18
2022-03-16,Терехов Ігор,other,13
2022-03-16,Вілкул Олександр,other,12
2022-03-16,Притула Сергій,other,8
2022-03-16,Порошенко Петро,other,2
2022-03-16,Портніков Віталій,other,3
2022-03-16,Ляшко Олег,other,2
2022-03-16,Маркус Валерій,other,2
2022-03-16,Мураєв Євген,other,1
2022-03-17,Зеленський Володимир,other,688
2022-03-17,Верещук Ірина,other,85
2022-03-17,Арестович Олексій,other,228
2022-03-17,Кім Віталій,other,13
2022-03-17,Тимошенко Юлія,other,10
2022-03-17,Подоляк Михайло,other,230
2022-03-17,Кулеба Дмитро,other,18
2022-03-17,Берлінська Марія,other,41
2022-03-17,Гетманцев Данило,other,10
2022-03-17,Федоров Михайло,other,24
2022-03-17,Притула Сергій,other,32
2022-03-17,Кличко Віталій,other,36
2022-03-17,Яценюк Арсеній,other,1
2022-03-17,Гордон Дмитро,other,2
2022-03-17,Зеленський Володимир,voenkor,3
2022-03-17,Арестович Олексій,voenkor,1
2022-03-17,Порошенко Петро,other,2
2022-03-17,Кузик Петро,other,1
2022-03-17,Арахамія Давид,other,1
2022-03-17,Вілкул Олександр,other,23
2022-03-17,Ляшко Олег,other,1
2022-03-17,Стефанчук Руслан,other,12
2022-03-17,Малюк Василь,other,12
2022-03-17,Залужний Валерій,other,12
2022-03-17,Береза Борислав,other,2
2022-03-17,Усик Олександр,other,1
2022-03-17,Білецький Андрій,other,4
2022-03-17,Карась Євген,other,2
2022-03-17,Бутусов Юрій,other,2
2022-03-17,Кривонос Сергій,other,1
2022-03-17,Терехов Ігор,other,8
2022-03-17,Портніков Віталій,other,1
2022-03-17,Свириденко Юлія,other,1
2022-03-18,Зеленський Володимир,other,454
2022-03-18,Подоляк Михайло,other,85
2022-03-18,Арестович Олексій,other,266
2022-03-18,Гордон Дмитро,other,15
2022-03-18,Кличко Віталій,other,54
2022-03-18,Стефанчук Руслан,other,15
2022-03-18,Верещук Ірина,other,71
2022-03-18,Кулеба Дмитро,other,44
2022-03-18,Порошенко Петро,other,12
2022-03-18,Усик Олександр,other,3
2022-03-18,Арестович Олексій,voenkor,2
2022-03-18,Зеленський Володимир,voenkor,2
2022-03-18,Арахамія Давид,voenkor,1
2022-03-18,Кулеба Дмитро,voenkor,1
2022-03-18,Прокопенко Денис,other,4
2022-03-18,Портніков Віталій,other,5
2022-03-18,Тимошенко Юлія,other,21
2022-03-18,Білецький Андрій,other,3
2022-03-18,Вілкул Олександр,other,9
2022-03-18,Терехов Ігор,other,20
2022-03-18,Малюк Василь,other,5
2022-03-18,Маркус Валерій,other,1
2022-03-18,Федоров Михайло,other,5
2022-03-18,Притула Сергій,other,5
2022-03-18,Ляшко Олег,other,1
2022-03-18,Берлінська Марія,other,1
2022-03-18,Гетманцев Данило,other,1
2022-03-19,Арестович Олексій,other,138
2022-03-19,Кім Віталій,other,49
2022-03-19,Верещук Ірина,other,106
2022-03-19,Зеленський Володимир,other,346
2022-03-19,Подоляк Михайло,other,108
2022-03-19,Кулеба Дмитро,other,25
2022-03-19,Залужний Валерій,other,23
2022-03-19,Кличко Віталій,other,20
2022-03-19,Порошенко Петро,other,23
2022-03-19,Берлінська Марія,other,6
2022-03-19,Зеленський Володимир,RU gov official,1
2022-03-19,Арестович Олексій,voenkor,1
