date,politician,mentions
2023-04-23,Зеленський Володимир,7
2023-04-23,Порошенко Петро,1
2023-04-23,Кулеба Дмитро,1
2023-04-23,Буданов Кирило,1
2023-04-23,Стерненко Сергій,1
2023-04-23,Умеров Рустем,39
2023-04-23,Притула Сергій,6
2023-04-24,Зеленський Володимир,36
2023-04-24,Буданов Кирило,22
2023-04-24,Гетманцев Данило,1
2023-04-24,Подоляк Михайло,2
2023-04-24,Порошенко Петро,1
2023-04-24,Кличко Віталій,1
2023-04-24,Берлінська Марія,1
2023-04-24,Усик Олександр,1
2023-04-24,Терехов Ігор,1
2023-04-25,Зеленський Володимир,17
2023-04-25,Верещук Ірина,4
2023-04-25,Кличко Віталій,2
2023-04-25,Буданов Кирило,1
2023-04-25,Железняк Ярослав,1
2023-04-25,Терехов Ігор,1
2023-04-25,Умеров Рустем,6
2023-04-26,Зеленський Володимир,56
2023-04-26,Кротевич Богдан,2
2023-04-26,Гетманцев Данило,1
2023-04-26,Подоляк Михайло,2
2023-04-26,Буданов Кирило,3
2023-04-26,Малюк Василь,2
2023-04-26,Кулеба Дмитро,3
2023-04-26,Кривонос Сергій,1
2023-04-26,Порошенко Петро,1
2023-04-26,Умеров Рустем,12
2023-04-26,Тимошенко Юлія,1
2023-04-26,Яценюк Арсеній,1
2023-04-26,Кличко Віталій,1
2023-04-27,Верещук Ірина,3
2023-04-27,Усик Олександр,5
2023-04-27,Зеленський Володимир,10
2023-04-27,Ляшко Олег,1
2023-04-27,Порошенко Петро,3
2023-04-27,Кулеба Дмитро,1
2023-04-27,Стефанчук Руслан,1
2023-04-27,Давидюк Микола,1
2023-04-27,Притула Сергій,1
2023-04-27,Тимошенко Юлія,1
2023-04-27,Малюк Василь,1
2023-04-28,Залужний Валерій,10
2023-04-28,Арестович Олексій,2
2023-04-28,Кулеба Дмитро,6
2023-04-28,Зеленський Володимир,23
2023-04-28,Усик Олександр,3
2023-04-28,Гордон Дмитро,2
2023-04-28,Верещук Ірина,1
2023-04-28,Безугла Мар'яна,1
2023-04-28,Подоляк Михайло,1
2023-04-28,Кривонос Сергій,1
2023-04-28,Порошенко Петро,1
2023-04-28,Тимошенко Юлія,1
2023-04-28,Бутусов Юрій,1
2023-04-28,Кличко Віталій,1
