username,total_posts,total_views,political_posts,electoral_posts,military_posts,economy_posts,religion_posts,international_posts,political_views,electoral_views,military_views,economy_views,religion_views,international_views
JamejamDaily,10310,3005660,0,0,0,0,0,0,0,0,0,0,0,0
JamesOKeefeIII,68,2349700,0,0,0,0,0,0,0,0,0,0,0,0
JamesWoodsFans,1072,3198692,0,0,0,0,0,0,0,0,0,0,0,0
Jareda_iqq,20,2526,0,0,0,0,0,0,0,0,0,0,0,0
JarrinJackson,150,633390,0,0,0,0,0,0,0,0,0,0,0,0
Jasur_Mavlonov_Jasur_Mavlonov,4,4199,0,0,0,0,0,0,0,0,0,0,0,0
JasurbekOfficiall,13,29010,0,0,0,0,0,0,0,0,0,0,0,0
JavazZz1,3,5250,0,0,0,0,0,0,0,0,0,0,0,0
JavierOrtegaSmith,23,43528,0,0,0,0,0,0,0,0,0,0,0,0
Jaxon_Yangliklar,551,1354455,0,0,0,0,0,0,0,0,0,0,0,0
Jelezobetonniyzames,32,536589,1,0,0,0,0,0,15700,0,0,0,0,0
Jenny_Mosienko_official,2,4650,0,0,0,0,0,0,0,0,0,0,0,0
JewishMedia,6,21690,0,0,0,0,0,0,0,0,0,0,0,0
JewishNews,3,2105,0,0,0,0,0,0,0,0,0,0,0,0
Jiguli_Moskvich_bozori,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Jizzax,5232,158162185,1,0,0,0,0,0,34400,0,0,0,0,0
Jizzax24kanal,49,79084,0,0,0,0,0,0,0,0,0,0,0,0
Jizzaxlik,77,161587,0,0,0,0,0,0,0,0,0,0,0,0
Jizzaxliklar_Info_Paxtakor_Zomin,464,2351928,0,0,0,0,0,0,0,0,0,0,0,0
JoePags,29,15067,0,0,0,0,0,0,0,0,0,0,0,0
JohnStrandUSA,40,56336,0,0,0,0,0,0,0,0,0,0,0,0
JoinSheykhdarAbad,1,256,0,0,0,0,0,0,0,0,0,0,0,0
JokerBaku,29,84497,0,0,0,0,0,0,0,0,0,0,0,0
Jonli_Bolta,703,24200800,0,0,0,0,0,0,0,0,0,0,0,0
JoshDeveloper,20,68790,0,0,0,0,0,0,0,0,0,0,0,0
Jsnewsir,21,922,0,0,0,0,0,0,0,0,0,0,0,0
JuditaLassakova,41,574460,0,0,0,0,0,0,0,0,0,0,0,0
JuliaMenshovaJulia,601,85351659,11,0,0,0,0,0,1647700,0,0,0,0,0
JustBusinessUA,18,8532,0,0,0,0,0,0,0,0,0,0,0,0
JustTruthChannel,36,101630,0,0,0,0,0,0,0,0,0,0,0,0
JustusWalker,4,20110,0,0,0,0,0,0,0,0,0,0,0,0
Jx_uzb,14231,812678098,1,0,0,1,0,0,46000,0,0,63500,0,0
KAIF_Dagestana,11,13953,0,0,0,0,0,0,0,0,0,0,0,0
KARACHUNua,27,163780,0,0,0,0,0,0,0,0,0,0,0,0
KARAGODINorg,28,71447,1,0,0,0,0,0,14400,0,0,0,0,0
KARAKALPAK24,537,20858569,0,0,0,0,0,0,0,0,0,0,0,0
KARAS_EVGEN,177,12973580,11,0,0,1,2,0,812800,0,0,216000,216000,0
KARONAVIRUSI_kun_uz_daryo_uz,4,1211,0,0,0,0,0,0,0,0,0,0,0,0
KATTAQORGON,87,6766,0,0,0,0,0,0,0,0,0,0,0,0
KB_Announcments,1336,12240374,22,0,0,1,6,0,205780,0,0,7800,52830,0
KChRx,4,1650,0,0,0,0,0,0,0,0,0,0,0,0
KDnews_ir,28,18849,0,0,0,0,0,0,0,0,0,0,0,0
KELES,29,61138,0,0,0,0,0,0,0,0,0,0,0,0
KES_help,44,119698,0,0,0,0,0,0,0,0,0,0,0,0
KIMMARINA,35,913570,1,0,0,0,0,0,1880,0,0,0,0,0
KMcEnanyChannel,20,36,0,0,0,0,0,0,0,0,0,0,0,0
KOSONSOY,85,1166170,0,0,0,0,0,0,0,0,0,0,0,0
KOSONSOYLIK_UZ,56,658135,0,0,0,0,0,0,0,0,0,0,0,0
KRA_ZV,213,45902,3,0,0,0,3,0,671,0,0,0,735,0
KSP74,12,30730,0,0,0,0,0,0,0,0,0,0,0,0
KYRGSOC,6,6115,0,0,0,0,0,0,0,0,0,0,0,0
KZembassyinUKR,2,1102,0,0,0,0,0,0,0,0,0,0,0,0
KZgovernment,6,9490,0,0,0,0,0,0,0,0,0,0,0,0
KagarlykCity,3,6200,0,0,0,0,0,0,0,0,0,0,0,0
Kai_Enderes_Kanal,2,480,0,0,0,0,0,0,0,0,0,0,0,0
KakieLudi_IL,27,21451,2,0,0,0,0,0,1046,0,0,0,0,0
Kalinin_PRM,16,18818,2,0,0,0,0,0,2650,0,0,0,0,0
Kaliningrad_crazy,40,559000,0,0,0,0,0,0,0,0,0,0,0,0
Kaliningrad_peace,41,363317,0,0,0,0,0,0,0,0,0,0,0,0
Kaliningrad_podslushal,51,957600,0,0,0,0,0,0,0,0,0,0,0,0
Kaliningrad_true,45,247890,0,0,0,0,0,0,0,0,0,0,0,0
Kaluga_crazy,40,554700,1,0,0,0,0,0,13800,0,0,0,0,0
Kaluga_peace,40,305503,0,0,0,0,0,0,0,0,0,0,0,0
Kaluga_podslushal,49,926400,0,0,0,0,0,0,0,0,0,0,0,0
Kaluga_true,45,246260,0,0,0,0,0,0,0,0,0,0,0,0
KalushMR,25,86912,0,0,0,0,0,0,0,0,0,0,0,0
KamalaHarris,20,16646,0,0,0,0,0,0,0,0,0,0,0,0
KamenskUralsky_sluh,49,629800,0,0,0,0,0,0,0,0,0,0,0,0
KamenskUralsky_sobitie,50,646600,0,0,0,0,0,0,0,0,0,0,0,0
KamenskUralsky_true,44,244970,0,0,0,0,0,0,0,0,0,0,0,0
KamolovSher,9,47530,0,0,0,0,0,0,0,0,0,0,0,0
KamranLeaks,19,14498,0,0,0,0,0,0,0,0,0,0,0,0
Kamyshin_true,45,353490,0,0,0,0,0,0,0,0,0,0,0,0
Kanallar_Guruhlar_Savdosi,34,19729,0,0,0,0,0,0,0,0,0,0,0,0
Kangavar_today,20,12710,0,0,0,0,0,0,0,0,0,0,0,0
KaosCanal,16,4815,0,0,0,0,0,0,0,0,0,0,0,0
Kaparzo_Islam,26,304060,0,0,0,0,0,0,0,0,0,0,0,0
Kapgiridze,5,2265,0,0,0,0,0,0,0,0,0,0,0,0
Kar24Uz,59,396711,0,0,0,0,0,0,0,0,0,0,0,0
KarabakhBulletin,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KarabakhRecords,20,20496,0,0,0,0,0,0,0,0,0,0,0,0
KarabakhRu,19,14136,0,0,0,0,0,0,0,0,0,0,0,0
Karatsuba661,20,69510,0,0,0,0,0,0,0,0,0,0,0,0
KarauLnet,17,7368,0,0,0,0,0,0,0,0,0,0,0,0
KariLakeAZ,29,10805,0,0,0,0,0,0,0,0,0,0,0,0
KarimbekToshpulatov,5,36620,0,0,0,0,0,0,0,0,0,0,0,0
Kartatverog,256,418511,0,0,0,1,0,0,0,0,0,1900,0,0
Kasbi_tuman_hokimligi,2,13140,0,0,0,0,0,0,0,0,0,0,0,0
Kashef_Rasu,17,2436,0,0,0,0,0,0,0,0,0,0,0,0
KaskadNerv,28,186370,0,0,0,0,0,0,0,0,0,0,0,0
Kaspiysk_true,45,334230,1,0,0,0,0,0,6880,0,0,0,0,0
KateClappTelegram,123,10393400,1,0,0,0,0,0,83400,0,0,0,0,0
Katie_pro,10,7267,0,0,0,0,0,0,0,0,0,0,0,0
Katimsya,18,83200,0,0,0,0,0,0,0,0,0,0,0,0
KatorovSA,3,573,0,0,0,0,0,0,0,0,0,0,0,0
KatyaGolyshevaaaaa,25,272880,0,0,0,0,0,0,0,0,0,0,0,0
KavehMadani,38,398630,0,0,0,0,0,0,0,0,0,0,0,0
Kavkazskaya_pravda,3,15852,0,0,0,0,0,0,0,0,0,0,0,0
KayleighMcEnany,45,26138,0,0,0,0,0,0,0,0,0,0,0,0
KazPress_Telegram,1,17,0,0,0,0,0,0,0,0,0,0,0,0
Kazan_ChP_DTP,32,73644,0,0,0,0,0,0,0,0,0,0,0,0
Kazan_cult,46,632530,0,0,0,0,0,0,0,0,0,0,0,0
Kazan_podslushal,51,949500,0,0,0,0,0,0,0,0,0,0,0,0
Kazan_true,43,324250,0,0,0,0,0,0,0,0,0,0,0,0
Kazanab,3,2208,0,0,0,0,0,0,0,0,0,0,0,0
Kazaninside,43,328740,0,0,0,0,0,0,0,0,0,0,0,0
Kazanreal,2,2555,0,0,0,0,0,0,0,0,0,0,0,0
Kdvinsky,50,397520,0,0,0,0,0,0,0,0,0,0,0,0
KeanuReevesOfficiaI,6,3138,0,0,0,0,0,0,0,0,0,0,0,0
Kemal_Kilicdaroglu,6,64640,0,0,0,0,0,0,0,0,0,0,0,0
Kemerovo_crazy,40,554900,1,0,0,0,0,0,13200,0,0,0,0,0
Kemerovo_inside,43,307959,0,0,0,0,0,0,0,0,0,0,0,0
Kemerovo_peace,52,384900,0,0,0,0,0,0,0,0,0,0,0,0
Kemerovo_podslushal,55,1050900,0,0,0,0,0,0,0,0,0,0,0,0
Kemerovo_true,43,241499,0,0,0,0,0,0,0,0,0,0,0,0
Kerch_true,45,253260,0,0,0,0,0,0,0,0,0,0,0,0
KhabarAzMa,21909,189218816,0,0,0,0,0,0,0,0,0,0,0,0
Khabar_Fouri,52770,4122700141,0,0,0,0,0,0,0,0,0,0,0,0
Khabare_vije,35951,1634320132,0,0,0,0,0,0,0,0,0,0,0,0
Khabarooli,277,589009,0,0,0,0,0,0,0,0,0,0,0,0
Khabarovsk4,80,112831,1,0,0,0,0,0,2500,0,0,0,0,0
KhabarovskNovosty,36,33644,0,0,0,0,0,0,0,0,0,0,0,0
Khabarovsk_crazy,49,703600,1,0,0,0,0,0,14300,0,0,0,0,0
Khabarovsk_inside,43,309239,1,0,0,0,0,0,6200,0,0,0,0,0
Khabarovsk_peace,43,307950,0,0,0,0,0,0,0,0,0,0,0,0
Khabarovsk_podslushal,53,1003600,0,0,0,0,0,0,0,0,0,0,0,0
Khabarovsk_true,45,331050,0,0,0,0,0,0,0,0,0,0,0,0
KhabarraK,313,2884191,0,0,0,0,0,0,0,0,0,0,0,0
KhantyMansiysk_true,49,362520,0,0,0,0,0,0,0,0,0,0,0,0
KharkivPolitics,53,208777,0,0,0,0,0,0,0,0,0,0,0,0
KharkivTODAY1,20,10495,0,0,0,0,0,0,0,0,0,0,0,0
Kharkiv_1562,14,70601,1,0,0,0,0,0,5710,0,0,0,0,0
Kharkiv_antiFA,6,22974,1,0,0,0,0,0,2490,0,0,0,0,0
KharkovZV,15,78510,0,0,0,0,0,0,0,0,0,0,0,0
Kharkov_Perviy,141,1133854,3,0,0,0,0,0,21560,0,0,0,0,0
Kharkov_sky,18,18963,0,0,0,0,0,0,0,0,0,0,0,0
Khasavyurt_true,45,328300,0,0,0,0,0,0,0,0,0,0,0,0
KhetibadiPB,6,4102,0,0,0,0,0,0,0,0,0,0,0,0
Khimki_Podslushano,9,4825,0,0,0,0,0,0,0,0,0,0,0,0
Khmelnytskyi_Dopomoga,11,66430,0,0,0,0,0,0,0,0,0,0,0,0
Khmelnytskyinovosty,3,3498,0,0,0,0,0,0,0,0,0,0,0,0
KhomenkoRoman,18,178070,1,0,0,0,0,0,3920,0,0,0,0,0
KhomichM,36,158770,0,0,0,0,0,0,0,0,0,0,0,0
KhosroshahNews_ir,22,2231,0,0,0,0,0,0,0,0,0,0,0,0
Khrial,20,1887,0,0,0,0,0,0,0,0,0,0,0,0
KievOblNews,3,84,0,0,0,0,0,0,0,0,0,0,0,0
Kiev_na_provode,18,19990,0,0,0,0,0,0,0,0,0,0,0,0
Kiliya_ua,2,244,0,0,0,0,0,0,0,0,0,0,0,0
KimKataguiri,47,62364,0,0,0,0,0,0,0,0,0,0,0,0
Kinder_schuetzen,37,192800,0,0,0,0,0,0,0,0,0,0,0,0
KirillandhisFriends,19,125950,1,0,0,0,0,0,5730,0,0,0,0,0
Kirilovolodimirovich,81,1968280,2,0,0,0,1,0,54400,0,0,0,30400,0
Kirov_crazy,40,580000,0,0,0,0,0,0,0,0,0,0,0,0
Kirov_peace,43,305250,1,0,0,0,0,0,6230,0,0,0,0,0
Kirov_podslushal,55,1022700,2,0,0,0,0,0,36700,0,0,0,0,0
Kirov_true,45,246459,1,0,0,0,0,0,4040,0,0,0,0,0
Kislovodsk_true,45,376170,1,0,0,0,0,0,7830,0,0,0,0,0
Kitob_kitobliklar_yangiliklar_24,30,138530,0,0,0,0,0,0,0,0,0,0,0,0
Kitobliklar24,468,2528135,0,0,0,0,0,0,0,0,0,0,0,0
KiwoomResearch,35,32046,0,0,0,0,0,0,0,0,0,0,0,0
Kkkrem_daily,32,929309,1,0,0,0,0,0,22100,0,0,0,0,0
KlagePATEN_eu,57,213736,0,0,0,0,0,0,0,0,0,0,0,0
KlagemauerTV,50,695870,0,0,0,0,0,0,0,0,0,0,0,0
KlagepatenElternInfo,17,37090,0,0,0,0,0,0,0,0,0,0,0,0
KlavaBelova,23,49006,0,0,0,0,0,0,0,0,0,0,0,0
KlgMechta,35,320380,0,0,0,0,0,0,0,0,0,0,0,0
Klimovnews,18,115730,0,0,0,0,0,0,0,0,0,0,0,0
Klukva_ka,15,35370,0,0,0,0,0,0,0,0,0,0,0,0
Klychkov_Andrey,26,875320,0,0,0,0,0,0,0,0,0,0,0,0
Kol49,4,667,0,0,0,0,0,0,0,0,0,0,0,0
KolesoRP,20,7324,0,0,0,0,0,0,0,0,0,0,0,0
Kolmachevski,12,5724,0,0,0,0,0,0,0,0,0,0,0,0
Kolodin89,1,789,0,0,0,0,0,0,0,0,0,0,0,0
Kolomna_Gorod,7,2855,0,0,0,0,0,0,0,0,0,0,0,0
Kolomna_true,45,259590,0,0,0,1,0,0,0,0,0,4750,0,0
KolyaZhe,4,2009,1,0,0,0,0,0,582,0,0,0,0,0
Kolymaplus,9,760,0,0,0,0,0,0,0,0,0,0,0,0
KomaRepublic,8,17181,0,0,0,0,0,0,0,0,0,0,0,0
Komenda24,18,120904,0,0,0,0,0,0,0,0,0,0,0,0
Kommunar_Ussuriisk,14,3026,0,0,0,0,0,0,0,0,0,0,0,0
KomsomolskAmur_crazy,49,695300,1,0,0,0,0,0,13800,0,0,0,0,0
KomsomolskAmur_lyudi,41,753900,1,0,0,0,0,0,13500,0,0,0,0,0
KomsomolskAmur_podslushal,51,960700,1,0,0,0,0,0,18100,0,0,0,0,0
KomsomolskAmur_sluh,46,584200,0,0,0,0,0,0,0,0,0,0,0,0
KomsomolskAmur_sobitie,49,623100,0,0,0,0,0,0,0,0,0,0,0,0
KomsomolskAmur_true,45,331530,1,0,0,0,0,0,6780,0,0,0,0,0
KomytoZa,38,97784,2,0,0,0,0,0,6920,0,0,0,0,0
KonstantinEggert,33,83050,0,0,0,0,0,0,0,0,0,0,0,0
Kopeysk_true,42,918600,0,0,0,0,0,0,0,0,0,0,0,0
Koraxabaruz,43,174880,0,0,0,0,0,0,0,0,0,0,0,0
KoreaSouthNorthnews2020,7,999,0,0,0,0,0,0,0,0,0,0,0,0
KoreaTimes,13,3533,0,0,0,0,0,0,0,0,0,0,0,0
Korea_Light,42,117199,1,0,0,0,0,0,3050,0,0,0,0,0
Korolev_true,39,223140,1,0,0,1,0,0,4160,0,0,4400,0,0
Kortros,33,17285,0,0,0,0,0,0,0,0,0,0,0,0
Kosachev62,7,16413,0,0,0,0,0,0,0,0,0,0,0,0
Koshkin_sibiryak,27,80814,0,0,0,0,0,0,0,0,0,0,0,0
Koson_Kosonliklar_24_yangiliklar,33,159516,0,0,0,0,0,0,0,0,0,0,0,0
Kostroma_crazy,49,684200,0,0,0,0,0,0,0,0,0,0,0,0
Kostroma_lyudi,40,368979,0,0,0,0,0,0,0,0,0,0,0,0
Kostroma_podslushal,55,1101100,0,0,0,0,0,0,0,0,0,0,0,0
Kostroma_true,44,310896,0,0,0,0,0,0,0,0,0,0,0,0
KotNaMirotvorze,20,79101,0,0,0,0,0,0,0,0,0,0,0,0
Kotokrabs,30,419800,0,0,0,0,0,0,0,0,0,0,0,0
Kovalenkosvyat,48,2537999,0,0,0,0,0,0,0,0,0,0,0,0
Kovrov_true,45,247270,0,0,0,0,0,0,0,0,0,0,0,0
KozhevnikovaMaria,21,204320,0,0,0,0,0,0,0,0,0,0,0,0
KpMoldova,32,49210,2,0,0,0,0,0,4370,0,0,0,0,0
Krasnodar_crazy,49,684200,0,0,0,0,0,0,0,0,0,0,0,0
Krasnodar_cult,46,633110,0,0,0,0,0,0,0,0,0,0,0,0
Krasnodar_inside,43,311990,0,0,0,0,0,0,0,0,0,0,0,0
Krasnodar_peace,42,360262,0,0,0,0,0,0,0,0,0,0,0,0
Krasnodar_podslushal,51,953200,1,0,0,0,0,0,14700,0,0,0,0,0
Krasnogorsk_true,53,259625,0,0,0,0,0,0,0,0,0,0,0,0
KrasnohradOTG,1,77,0,0,0,0,0,0,0,0,0,0,0,0
Krasnov_55,42,1360490,0,0,0,0,0,0,0,0,0,0,0,0
Krasnoyarsk_cult,56,840350,0,0,0,0,0,0,0,0,0,0,0,0
Krasnoyarsk_inside,52,415423,0,0,0,0,0,0,0,0,0,0,0,0
Krasnoyarsk_peace,28,206260,0,0,0,0,0,0,0,0,0,0,0,0
KremlinOne,38,167610,0,0,0,0,0,0,0,0,0,0,0,0
KremlinPeresmeshnik,300,6411895,9,0,0,0,1,0,159305,0,0,0,13400,0
KremlinRussian,4412,60845328,38,0,0,7,0,0,497330,0,0,102150,0,0
KreshnikOsmani,1,318,0,0,0,0,0,0,0,0,0,0,0,0
Krierenko,2,413,0,0,0,0,0,0,0,0,0,0,0,0
KristiNilova,5,1089,1,0,0,0,0,0,177,0,0,0,0,0
KrokooDil,84,1599050,0,0,0,0,0,0,0,0,0,0,0,0
KrokusTV,32,151336,0,0,0,0,0,0,0,0,0,0,0,0
KrylatskoeLIVE,17,109010,1,0,0,0,0,0,2430,0,0,0,0,0
Krymchanin_Z,14,4325,0,0,0,0,1,0,0,0,0,0,126,0
KuMarDnUa,22,150,0,0,0,0,0,0,0,0,0,0,0,0
Kuban_libre,15,880,0,0,0,0,0,0,0,0,0,0,0,0
Kugayliklar_uz,132,268016,0,0,0,0,0,0,0,0,0,0,0,0
Kukdala_kokdala_chiyal_chiroqchi,40,157110,0,0,0,0,0,0,0,0,0,0,0,0
Kun_Yangiliklari_Xabarlari,2,3030,0,0,0,0,0,0,0,0,0,0,0,0
Kun_uz,268,3790854,0,0,0,0,0,0,0,0,0,0,0,0
Kunvideolari24,5105,438304010,0,0,0,0,0,0,0,0,0,0,0,0
Kunxabari,61,116399,0,0,0,0,0,0,0,0,0,0,0,0
Kuplinov_Telegram,182,137602600,3,0,0,0,0,0,2327000,0,0,0,0,0
Kurbech,1,3710,0,0,0,0,0,0,0,0,0,0,0,0
Kurdistan24news,42,17511,0,0,0,0,0,0,0,0,0,0,0,0
Kurgan_crazy,40,543010,2,0,0,0,0,0,27300,0,0,0,0,0
Kurgan_peace,40,311426,1,0,0,0,0,0,7120,0,0,0,0,0
Kurgan_podslushal,51,965900,0,0,0,0,0,0,0,0,0,0,0,0
Kurgan_true,25,162670,0,0,0,0,0,0,0,0,0,0,0,0
Kurganistan45,33,476540,2,0,0,0,0,0,22660,0,0,0,0,0
KurskAnomalia,14,19655,0,0,0,0,0,0,0,0,0,0,0,0
Kursk_crazy,40,544720,1,0,0,0,0,0,14500,0,0,0,0,0
Kursk_peace,41,358798,0,0,0,0,0,0,0,0,0,0,0,0
Kursk_podslushal,51,964200,0,0,0,0,0,0,0,0,0,0,0,0
Kursk_true,44,228959,3,0,0,0,0,0,12330,0,0,0,0,0
KurskayaTelega,12,10961,0,0,0,0,0,0,0,0,0,0,0,0
Kurskk,23,9647,0,0,0,0,0,0,0,0,0,0,0,0
Kusherbayevga_murojaat,21,292845,0,0,0,0,0,0,0,0,0,0,0,0
KuskaChannel,2,2267,0,0,0,0,0,0,0,0,0,0,0,0
KussiaOfficial,48,12036400,0,0,0,0,0,0,0,0,0,0,0,0
KuvshinnikovLive,41,148529,0,0,0,0,0,0,0,0,0,0,0,0
KuzinBoris,23,401315,0,0,0,0,0,0,0,0,0,0,0,0
KyivCityOfficial,2083,278863100,3,0,0,1,0,0,389000,0,0,120000,0,0
KyivEventsToday,6,1172,0,0,0,0,0,0,0,0,0,0,0,0
KyivIndependent_official,86,256075,0,0,0,0,0,0,0,0,0,0,0,0
KyivMetroAlert,15,29720,0,0,0,0,0,0,0,0,0,0,0,0
KyivNOW,468,1958231,6,0,1,0,0,0,29540,0,1480,0,0,0
KyivPolitics,13,422300,0,0,0,0,0,0,0,0,0,0,0,0
KyivSegodna,1628,8453345,37,0,0,11,3,0,190490,0,0,60630,17120,0
Kyiv_Live,25,117663,0,0,0,0,0,0,0,0,0,0,0,0
Kyiv_by_Grishyn,22,58614,0,0,0,0,0,0,0,0,0,0,0,0
Kyiv_voyna,13,11745,0,0,0,0,0,0,0,0,0,0,0,0
Kyzyl_true,50,341560,1,0,0,0,0,0,15700,0,0,0,0,0
L0HMATIY,56,323046,2,0,0,0,0,0,13640,0,0,0,0,0
LBSIndusa,14,12189,1,0,0,0,0,0,611,0,0,0,0,0
LBua_official,346,632352,28,0,0,0,0,0,51220,0,0,0,0,0
LHVC_info,16,68710,0,0,0,0,0,0,0,0,0,0,0,0
LIC_LPR,96,831840,0,0,0,0,0,0,0,0,0,0,0,0
LIFEBSNEWS,11,15150,0,0,0,0,0,0,0,0,0,0,0,0
LIONMediaNews,534,24849576,0,0,0,0,0,0,0,0,0,0,0,0
LIS_News,9,43360,0,0,0,0,0,0,0,0,0,0,0,0
LIVANDU,33,10305,0,0,0,0,0,0,0,0,0,0,0,0
LKNews2,58,251070,0,0,0,0,0,0,0,0,0,0,0,0
LN1210,53,155685,0,0,0,0,0,0,0,0,0,0,0,0
LOANJINGGANKOFC,3,11430,0,0,0,0,0,0,0,0,0,0,0,0
LTASingapore,16,109740,0,0,0,0,0,0,0,0,0,0,0,0
LUTSKNOVOSTY,11,13626,0,0,0,0,0,0,0,0,0,0,0,0
LaActualidadNoticias,20,12741,0,0,0,0,0,0,0,0,0,0,0,0
LaVozGalicia,5,98,0,0,0,0,0,0,0,0,0,0,0,0
LadyD_Q17,35,46047,0,0,0,0,0,0,0,0,0,0,0,0
LailaAndLiza,2,1286,0,0,0,0,0,0,0,0,0,0,0,0
LaraLoganTV,33,32638,0,0,0,0,0,0,0,0,0,0,0,0
Larinpost,21,90930,0,0,0,0,0,0,0,0,0,0,0,0
LarisaNew,10,7591,0,0,0,0,0,0,0,0,0,0,0,0
LastBP,9,56691,0,0,0,0,0,0,0,0,0,0,0,0
LastOfRus,215,2063912,12,0,0,0,0,0,120690,0,0,0,0,0
LateNightUrgant,37,10874900,0,0,0,0,0,0,0,0,0,0,0,0
LauraRuHK,32,95107,0,0,0,0,0,0,0,0,0,0,0,0
Lauradjagadiary,73,1721320,0,0,0,0,0,0,0,0,0,0,0,0
LazarevLAV,17,208690,0,0,0,0,0,0,0,0,0,0,0,0
LebUpdate,18,42510,0,0,0,0,0,0,0,0,0,0,0,0
Legenda_Komenda,36,55986,1,0,0,0,0,0,2230,0,0,0,0,0
LehaTehnar,8,140400,0,0,0,0,0,0,0,0,0,0,0,0
Lena_mom,30,111220,0,0,0,0,0,0,0,0,0,0,0,0
LenarRakipov,1,54,0,0,0,0,0,0,0,0,0,0,0,0
Leninskiy42,2,1329,0,0,0,0,0,0,0,0,0,0,0,0
LeshchenkoS,24,34411,0,0,0,0,0,0,0,0,0,0,0,0
LesyaLitvinova,13,43890,0,0,0,0,0,0,0,0,0,0,0,0
LetsGoBrandon,25,12451,0,0,0,0,0,0,0,0,0,0,0,0
Lev_Nik_Myshkin,32,79799,1,0,0,0,1,0,3840,0,0,0,2380,0
LevberD,7,6569,0,0,0,1,0,0,0,0,0,1030,0,0
LevonKocharyan,32,246919,0,0,0,0,0,0,0,0,0,0,0,0
Lex_Energetica,20,69280,0,0,0,0,0,0,0,0,0,0,0,0
Leylaguseinova,3,4530,0,0,0,0,0,0,0,0,0,0,0,0
Libertarianism_with_VZ,2,1020,0,0,0,0,0,0,0,0,0,0,0,0
LidaKomLife,25,21337,0,0,0,0,0,0,0,0,0,0,0,0
Likeerrt,4,120,0,0,0,0,0,0,0,0,0,0,0,0
Lilly_Thueringen,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilya_pravda_life,3,3284,0,0,0,0,0,0,0,0,0,0,0,0
LimarevIvan,10,69600,0,0,0,0,0,0,0,0,0,0,0,0
LinkUpAddis,19,27190,0,0,0,0,0,0,0,0,0,0,0,0
LinkdoniAct,1131,6690630,0,0,0,0,0,0,0,0,0,0,0,0
Lipetsk_peace,40,350678,0,0,0,0,0,0,0,0,0,0,0,0
Lipezk_crazy,40,545630,0,0,0,0,0,0,0,0,0,0,0,0
Lipezk_podslushal,51,966100,0,0,0,0,0,0,0,0,0,0,0,0
Lipezk_true,43,321940,0,0,0,0,0,0,0,0,0,0,0,0
Lisichanskinfo,116,274300,4,0,0,0,2,0,11600,0,0,0,5400,0
LittleOwlRu,4,996,0,0,0,1,0,0,0,0,0,263,0,0
LiveTyumen,17,11844,0,0,0,0,0,0,0,0,0,0,0,0
LiveWellMOH,8,42050,0,0,0,0,0,0,0,0,0,0,0,0
Live_Breaking_News,23,106,0,0,0,0,0,0,0,0,0,0,0,0
Livesalarevo,10,105430,0,0,0,0,0,0,0,0,0,0,0,0
LizaArzamasova,18,90490,0,0,0,0,0,0,0,0,0,0,0,0
Lobnya_Podslushano,7,4333,0,0,0,0,0,0,0,0,0,0,0,0
LokalFess,2,1386,0,0,0,0,0,0,0,0,0,0,0,0
LololoshkaUSE,46,25411200,0,0,0,0,0,0,0,0,0,0,0,0
Loookbooook,1,14,0,0,0,0,0,0,0,0,0,0,0,0
Loqiemeantg,34,1079400,1,0,0,0,0,0,25100,0,0,0,0,0
Lorenzobagnati,24,579430,0,0,0,0,0,0,0,0,0,0,0,0
Los_Angeles_Rabota,2,67,0,0,0,0,0,0,0,0,0,0,0,0
Los_Angeles_Reklama,23,1120,1,0,0,0,0,0,58,0,0,0,0,0
Losevatalks,20,84034,1,0,0,0,0,0,4880,0,0,0,0,0
LoveGreece,18,18091,1,0,0,0,0,0,2200,0,0,0,0,0
LowPozzi,104,7176800,0,0,0,0,0,0,0,0,0,0,0,0
Lubertsy_LIVE,12,3578,0,0,0,0,0,0,0,0,0,0,0,0
LubosBlahaSmer,40,816090,0,0,0,0,0,0,0,0,0,0,0,0
LuguevaS,41,158487,0,0,0,0,0,0,0,0,0,0,0,0
LurerH1,92,698170,0,0,0,0,0,0,0,0,0,0,0,0
Lv1256,162,4252580,0,0,0,0,0,0,0,0,0,0,0,0
LvivNovyny,6,11879,0,0,0,0,0,0,0,0,0,0,0,0
LyBlog,54,113471,0,0,0,0,0,0,0,0,0,0,0,0
LyChat,1,16800,0,0,0,0,0,0,0,0,0,0,0,0
Lyubertsy_sluh,49,625100,0,0,0,0,0,0,0,0,0,0,0,0
Lyubertsy_sobitie,49,623700,1,0,0,0,0,0,10600,0,0,0,0,0
Lyubertsy_true,45,240339,0,0,0,0,0,0,0,0,0,0,0,0
Lyubovc,2,1289,0,0,0,0,0,0,0,0,0,0,0,0
MADONNKA,51,451930,0,0,0,0,0,0,0,0,0,0,0,0
MAFIAMUNDIAL,2,8939,0,0,0,0,0,0,0,0,0,0,0,0
MAGARevolution,36,10370,0,0,0,0,0,0,0,0,0,0,0,0
MAHVAREHNEWS1,30,40919,0,0,0,0,0,0,0,0,0,0,0,0
MAKalimatovvv,17,16592,0,0,0,0,0,0,0,0,0,0,0,0
MASALNEWS,26,4466,0,0,0,0,0,0,0,0,0,0,0,0
MATywka,2,1612,0,0,0,0,0,0,0,0,0,0,0,0
