username,total_posts,total_views,political_posts,electoral_posts,military_posts,economy_posts,religion_posts,international_posts,political_views,electoral_views,military_views,economy_views,religion_views,international_views
mosmetroru,10,2921,0,0,0,0,0,0,0,0,0,0,0,0
mosmosru,1561,23830768,17,0,0,0,1,0,192938,0,0,0,651,0
mosnovost,24,21410,0,0,0,0,0,0,0,0,0,0,0,0
mosnow,4209,135947870,24,0,0,2,0,0,842000,0,0,54800,0,0
mosnvs,33,92420,0,0,0,0,0,0,0,0,0,0,0,0
mosoblgaz_official,5,3558,0,0,0,0,0,0,0,0,0,0,0,0
mosregioninfo,194,232026,3,0,0,0,0,0,3780,0,0,0,0,0
mosrenovacia,1,1200,0,0,0,0,0,0,0,0,0,0,0,0
mosrick,23,14313,0,0,0,0,0,0,0,0,0,0,0,0
mosrutop,24,193125,0,0,0,0,0,0,0,0,0,0,0,0
mostks,35,112620,0,0,0,2,0,0,0,0,0,9500,0,0
mosvol,10,8947,0,0,0,0,0,0,0,0,0,0,0,0
moswindow,28,45802,0,0,0,0,0,0,0,0,0,0,0,0
motheroil,6,3603,0,0,0,0,0,0,0,0,0,0,0,0
motilek_channel,1,619,0,0,0,0,0,0,0,0,0,0,0,0
mototroopers_205,43,690960,3,0,0,1,0,0,79600,0,0,15000,0,0
mountshow,161,2397507,6,0,0,0,0,0,106200,0,0,0,0,0
mouraov,6,84812,0,0,0,0,0,0,0,0,0,0,0,0
moy_izmail1303,6,1309,0,0,0,0,0,0,0,0,0,0,0,0
moy_patchwork,6,11823,0,0,0,0,0,0,0,0,0,0,0,0
moy_pyatigorsk,21,40420,0,0,0,0,0,0,0,0,0,0,0,0
moya_devo4ka,9,72200,0,0,0,0,0,0,0,0,0,0,0,0
moya_kamchatka,1,411,0,0,0,0,0,0,0,0,0,0,0,0
moya_nyurba,24,18773,0,0,0,0,0,0,0,0,0,0,0,0
moyaodessa,279,582088,5,0,0,0,0,0,10760,0,0,0,0,0
moyastranagordost,40,536400,2,0,0,0,0,0,26600,0,0,0,0,0
moybogorodskoe,1,3,0,0,0,0,0,0,0,0,0,0,0,0
moydagestan05,1,339,0,0,0,0,0,0,0,0,0,0,0,0
moydanilovsky,1,3,0,0,0,0,0,0,0,0,0,0,0,0
moygorod_khv,254,1988152,3,0,0,0,0,0,22810,0,0,0,0,0
moykorsakov,39,91742,1,0,0,0,0,0,2310,0,0,0,0,0
moynnov,64,3226800,0,0,0,0,0,0,0,0,0,0,0,0
moypolk,23,102440,1,0,0,0,0,0,3490,0,0,0,0,0
mozdoktoday,4,7303,0,0,0,0,0,0,0,0,0,0,0,0
mozhaisky,14,6208,0,0,0,0,0,0,0,0,0,0,0,0
mozhemobyasnit,728,86911810,69,0,0,5,5,0,7942800,0,0,708000,529700,0
mozhgatodey,1,255,0,0,0,0,0,0,0,0,0,0,0,0
mp_rf,17,2762,1,0,0,0,0,0,170,0,0,0,0,0
mp_youth,6,4407,0,0,0,0,0,0,0,0,0,0,0,0
mpartisans,28,52379,1,0,0,0,0,0,630,0,0,0,0,0
mpartisans_news,152,586479,4,0,0,0,0,0,16950,0,0,0,0,0
mplegko,1,665,0,0,0,0,0,0,0,0,0,0,0,0
mpolitika,4,787,0,0,0,0,0,0,0,0,0,0,0,0
mptcgovkh,6,34570,0,0,0,0,0,0,0,0,0,0,0,0
mr_batsuev,35,94725,0,0,0,0,0,0,0,0,0,0,0,0
mr_blum,12,20840,0,0,0,0,0,0,0,0,0,0,0,0
mr_buimistr,2,8370,0,0,0,0,0,0,0,0,0,0,0,0
mr_petrovca,1,157,0,0,0,0,0,0,0,0,0,0,0,0
mriya24,692,10801686,4,0,0,0,0,0,63300,0,0,0,0,0
mrlibertarian,56,981440,1,0,0,0,0,0,35400,0,0,0,0,0
mrpl_now,14,62520,0,0,0,0,0,0,0,0,0,0,0,0
mrs_bossurmanka,60,4919200,0,0,0,0,0,0,0,0,0,0,0,0
mrs_druzhinina,223,13213366,0,0,0,0,0,0,0,0,0,0,0,0
mrslevda,15,62118,0,0,0,0,0,0,0,0,0,0,0,0
mrvozni,33,24940,0,0,0,0,0,0,0,0,0,0,0,0
ms_hedgehog_reads,11,6388,0,0,0,0,0,0,0,0,0,0,0,0
mscafisha,161,31951,0,0,0,0,0,0,0,0,0,0,0,0
msemehoel,19,309510,0,0,0,0,0,0,0,0,0,0,0,0
msfblog,5,7740,0,0,0,0,0,0,0,0,0,0,0,0
msgazdiev,26,423510,0,0,0,0,0,0,0,0,0,0,0,0
msh_urbanturizm,13,154180,0,0,0,0,0,0,0,0,0,0,0,0
msimonyan,37,4576940,0,0,0,0,1,0,0,0,0,0,37400,0
msk1_news,344,5634650,5,0,0,0,0,0,200300,0,0,0,0,0
msk2day,49,5715,0,0,0,0,0,0,0,0,0,0,0,0
msk_53,16,50323,0,0,0,0,0,0,0,0,0,0,0,0
msk_5floors,17,32034,1,0,0,0,0,0,1540,0,0,0,0,0
msk_bogorodskoe,8,56950,1,0,0,0,0,0,4430,0,0,0,0,0
msk_gde,154,1161985,1,0,1,0,0,0,8530,0,8570,0,0,0
msk_in_the_lens,44,100331,3,0,0,0,0,0,7220,0,0,0,0,0
msk_innoagency,6,9480,0,0,0,0,0,0,0,0,0,0,0,0
msk_no,34,99552,0,0,0,0,0,0,0,0,0,0,0,0
msk_nov,31,78400,0,0,0,0,0,0,0,0,0,0,0,0
msk_pogoda,24,249,0,0,0,0,0,0,0,0,0,0,0,0
msk_raion,18,1209,0,0,0,0,0,0,0,0,0,0,0,0
msk_telegraph,1566,82122,22,0,0,4,1,0,1233,0,0,170,74,0
msk_vesna,3,2914,0,0,0,0,0,0,0,0,0,0,0,0
mskonline24,58,835,0,0,0,0,0,0,0,0,0,0,0,0
mskrestfood,10,11853,1,0,0,0,0,0,838,0,0,0,0,0
mskseasons,10,23413,1,0,0,0,0,0,3580,0,0,0,0,0
mskuratov,102,1248780,1,0,0,0,0,0,10200,0,0,0,0,0
mskvedenie,24,153760,0,0,0,0,0,0,0,0,0,0,0,0
msr_mosreg,6,5578,0,0,0,0,0,0,0,0,0,0,0,0
mstroeva,18,19282,0,0,0,0,0,0,0,0,0,0,0,0
msuprotest,6,13936,0,0,0,0,0,0,0,0,0,0,0,0
msuthefirst,11,72920,0,0,0,0,0,0,0,0,0,0,0,0
mtbandshit,1,1210,0,0,0,0,0,0,0,0,0,0,0,0
mtnasvyazi,76,503350,0,0,0,0,0,0,0,0,0,0,0,0
mtrng,2,0,0,0,0,0,0,0,0,0,0,0,0,0
mtsrnsoru,2,288,0,0,0,0,0,0,0,0,0,0,0,0
mtv36,84,2751240,0,0,0,0,0,0,0,0,0,0,0,0
muania1,19,95060,0,0,0,0,0,0,0,0,0,0,0,0
muborizahadov,25,453370,2,0,0,0,0,0,37240,0,0,0,0,0
mud_no,9,15787,0,0,0,0,0,0,0,0,0,0,0,0
mudofaauz,42,102761,0,0,0,0,0,0,0,0,0,0,0,0
mudofaavazirligi,12,88560,0,0,0,0,0,0,0,0,0,0,0,0
mudrosti,29,1569100,2,0,0,0,0,0,130400,0,0,0,0,0
mufasa_mh,21,88520,0,0,0,0,0,0,0,0,0,0,0,0
muhametz,23,27726,0,0,0,0,0,0,0,0,0,0,0,0
muhammadjon_nuriddin,8,22451,0,0,0,0,0,0,0,0,0,0,0,0
muhanjan18,38,332477,1,0,0,0,0,0,7380,0,0,0,0,0
muhrim,31,357230,0,0,0,0,0,0,0,0,0,0,0,0
muhrim2022,24,91650,0,0,0,0,0,0,0,0,0,0,0,0
mukhametgaleev,21,16636,0,0,0,0,0,0,0,0,0,0,0,0
muksun_fm,19,22834,0,0,0,0,0,0,0,0,0,0,0,0
multipolar_magazin,53,668230,0,0,0,0,0,0,0,0,0,0,0,0
multlychnosty,2,6040,0,0,0,0,0,0,0,0,0,0,0,0
muppbroken,18,31855,0,0,0,0,0,0,0,0,0,0,0,0
muraev_evgen,35,161760,8,0,0,0,2,0,40040,0,0,0,6160,0
murashko_anna_wine,1,2700,1,0,0,0,0,0,2700,0,0,0,0,0
murasova_kris,21,57580,0,0,0,0,0,0,0,0,0,0,0,0
muratkumpilov,3,2137,0,0,0,0,0,0,0,0,0,0,0,0
muratova_yana,2,3018,0,0,0,0,0,0,0,0,0,0,0,0
muravlenko2,1,57,0,0,0,0,0,0,0,0,0,0,0,0
muravlenko24,13,10306,0,0,0,0,0,0,0,0,0,0,0,0
muravlenko_day,1,28,0,0,0,0,0,0,0,0,0,0,0,0
murmanmem,15,22415,0,0,0,0,0,0,0,0,0,0,0,0
murmansk_chp,15,81315,1,0,0,0,0,0,7610,0,0,0,0,0
murmolka,1,1110,0,0,0,0,0,0,0,0,0,0,0,0
murodxonnazarov,8,183800,0,0,0,0,0,0,0,0,0,0,0,0
muromcevZ,20,29151,0,0,0,0,0,0,0,0,0,0,0,0
mursvinopas,1,1920,0,0,0,0,0,0,0,0,0,0,0,0
muryginm,40,5735,2,0,0,0,0,0,595,0,0,0,0,0
murzetskyyy,39,1680190,0,0,0,0,0,0,0,0,0,0,0,0
museumgorodn,45,62271,1,0,0,0,0,0,14,0,0,0,0,0
musicpavlova1,29,260748,0,0,0,0,0,0,0,0,0,0,0,0
mustafajabbarsanad,49,1263200,0,0,0,0,0,0,0,0,0,0,0,0
mustafanayyem,2,91,0,0,0,0,0,0,0,0,0,0,0,0
mustf89,18,36963,0,0,0,0,0,0,0,0,0,0,0,0
mutniytalks,22,580710,0,0,0,0,0,0,0,0,0,0,0,0
mutnoe,1,1930,0,0,0,0,0,0,0,0,0,0,0,0
mutolaa_olami,17,20734,0,0,0,0,0,0,0,0,0,0,0,0
muxbiruz_rasmiy,35,16962,0,0,0,0,0,0,0,0,0,0,0,0
muyviajera,4,5960,0,0,0,0,0,0,0,0,0,0,0,0
muzamolchit,3,1644,0,0,0,0,0,0,0,0,0,0,0,0
mv6566,17,8718,0,0,0,0,0,0,0,0,0,0,0,0
mvd_24,19,27537,0,0,0,0,0,0,0,0,0,0,0,0
mvd_38,24,29055,0,0,0,0,0,0,0,0,0,0,0,0
mvd_dagestan,52,311288,0,0,0,0,0,0,0,0,0,0,0,0
mvd_kabardino_balkaria,13,13182,0,0,0,0,0,0,0,0,0,0,0,0
mvd_zp,3,0,0,0,0,0,0,0,0,0,0,0,0,0
mvdfsbrus,14,11165,0,0,0,0,0,0,0,0,0,0,0,0
mvdpmr,3,763,0,0,0,0,0,0,0,0,0,0,0,0
mvdrm13,1,51,0,0,0,0,0,0,0,0,0,0,0,0
mvdtuva,5,7065,0,0,0,0,0,0,0,0,0,0,0,0
mvstories6421,20,85525,0,0,0,0,0,0,0,0,0,0,0,0
mwbro,14,188630,0,0,0,0,0,0,0,0,0,0,0,0
mwdmmnews,28,11674,0,0,0,0,0,0,0,0,0,0,0,0
my100k,8,15300,0,0,0,0,0,0,0,0,0,0,0,0
my5tv,169,846386,0,0,0,0,0,0,0,0,0,0,0,0
myDigitalFin,7,1918,0,0,0,0,0,0,0,0,0,0,0,0
my_bataysk,7,13826,0,0,0,0,0,0,0,0,0,0,0,0
my_dream_on,1,1090,0,0,0,0,0,0,0,0,0,0,0,0
my_gotovi_poltava,65,204755,1,0,0,0,0,0,3800,0,0,0,0,0
my_lobnya,11,16331,0,0,0,0,0,0,0,0,0,0,0,0
my_moskow24,1,746,0,0,0,0,0,0,0,0,0,0,0,0
my_nevinnomyssk,2,1710,0,0,0,0,0,0,0,0,0,0,0,0
my_pomoshnik,30,838,1,0,0,0,0,0,25,0,0,0,0,0
my_protestRezerve,33,52216,0,0,0,0,0,0,0,0,0,0,0,0
my_small_steps,13,24099,0,0,0,0,0,0,0,0,0,0,0,0
my_soligorsk,10,40220,0,0,0,0,0,0,0,0,0,0,0,0
my_tash,10,10406,0,0,0,0,0,0,0,0,0,0,0,0
my_tat,12,6954,0,0,0,0,0,0,0,0,0,0,0,0
my_tyumen,6,5476,0,0,0,0,0,0,0,0,0,0,0,0
myaelattathan,12,58987,0,0,0,0,0,0,0,0,0,0,0,0
myalgorhythm,35,263940,0,0,0,0,0,0,0,0,0,0,0,0
myanmarhardtalk,38,173361,0,0,0,0,0,0,0,0,0,0,0,0
myanmarnewspaper,164,27662,0,0,0,0,0,0,0,0,0,0,0,0
myanmarupdate,53,208041,0,0,0,0,0,0,0,0,0,0,0,0
myaorri,15,252730,0,0,0,0,0,0,0,0,0,0,0,0
myastanacity,17,44170,0,0,0,0,0,0,0,0,0,0,0,0
mychangeablemood,17,53850,0,0,0,0,0,0,0,0,0,0,0,0
mycity_Moscow,49,125410,0,0,0,0,0,0,0,0,0,0,0,0
myeuronewz,41,156429,0,0,0,0,0,0,0,0,0,0,0,0
mygoldenBD,8,24680,0,0,0,0,0,0,0,0,0,0,0,0
mygrani,30,443640,0,0,0,0,0,0,0,0,0,0,0,0
mygraythoughts,14,9543,0,0,0,0,0,0,0,0,0,0,0,0
myisrael2,8,20850,0,0,0,0,0,0,0,0,0,0,0,0
mykharkov_info,38,26123,0,0,0,0,0,0,0,0,0,0,0,0
mykola_lukashuk,8,40254,0,0,0,0,0,0,0,0,0,0,0,0
mykolaivOblastinfo,30,153610,1,0,1,1,0,0,5700,0,7250,4080,0,0
mykolaivhelp,12,24398,0,0,0,0,0,0,0,0,0,0,0,0
mykolaivrada,29,95262,0,0,0,0,0,0,0,0,0,0,0,0
mykolaivskaODA,3487,325415898,6,0,0,3,0,0,536500,0,0,346800,0,0
mykolayiv_varta,1,747,0,0,0,0,0,0,0,0,0,0,0,0
mykostanews,18,13485,0,0,0,0,0,0,0,0,0,0,0,0
mykrop1,2,83,0,0,0,0,0,0,0,0,0,0,0,0
mylandbelarus,11,161,0,0,0,0,0,0,0,0,0,0,0,0
myluber,21,227990,0,0,0,0,0,0,0,0,0,0,0,0
myodnoikrovi,27,4855,1,0,0,0,0,0,14,0,0,0,0,0
myojasupdate,30,17186,0,0,0,0,0,0,0,0,0,0,0,0
myoptop,26,344122,0,0,0,0,0,0,0,0,0,0,0,0
mypersia24,93,332351,0,0,0,0,0,0,0,0,0,0,0,0
mypiterb,116,2938020,0,0,0,0,0,0,0,0,0,0,0,0
mypokrovsk,129,998264,2,0,0,0,0,0,14660,0,0,0,0,0
myrevolutionrus,1,794,0,0,0,0,0,0,0,0,0,0,0,0
myrgorod_rada,20,58695,0,0,0,0,0,0,0,0,0,0,0,0
myrhorodtown,15,65590,0,0,0,0,0,0,0,0,0,0,0,0
myrnohrad24,1,12500,0,0,0,0,0,0,0,0,0,0,0,0
myrnohrad_ua,6,22655,0,0,0,0,0,0,0,0,0,0,0,0
myro_shnykov,26,187569,0,0,0,0,0,0,0,0,0,0,0,0
myronivskaTG,19,99640,0,0,0,0,0,0,0,0,0,0,0,0
myrotvoretsnews,24,31630,1,0,0,0,0,0,334,0,0,0,0,0
myshli_channel,15,55650,0,0,0,0,0,0,0,0,0,0,0,0
mysloru,19,128210,0,0,0,0,0,0,0,0,0,0,0,0
mysly,212,7330319,7,0,1,0,1,0,233680,0,46800,0,51000,0
myspacefeed,2,83500,0,0,0,0,0,0,0,0,0,0,0,0
mysredainfo,6,16420,0,0,0,0,0,0,0,0,0,0,0,0
mysticalbuttons,28,244389,0,0,0,0,0,0,0,0,0,0,0,0
mysweet16beat,5,1038,0,0,0,0,0,0,0,0,0,0,0,0
mytajiknews,7,18090,1,0,0,0,0,0,2670,0,0,0,0,0
mythoughtsandI,1,366,0,0,0,0,0,0,0,0,0,0,0,0
mytischi_live,12,123470,0,0,0,0,0,0,0,0,0,0,0,0
mytischi_official,13,28960,0,0,0,0,0,0,0,0,0,0,0,0
mytishchi_sluh,53,668200,0,0,0,0,0,0,0,0,0,0,0,0
mytnycyatapodatkova,2,0,0,0,0,0,0,0,0,0,0,0,0,0
myugansk,52,367090,0,0,0,0,0,0,0,0,0,0,0,0
myukra1ne,19,1620,4,0,0,0,0,0,138,0,0,0,0,0
myunpublished,12,4675,1,0,0,0,0,0,399,0,0,0,0,0
myvijily,4,1048,0,0,0,0,0,0,0,0,0,0,0,0
myvmeste_kuban,7,10107,0,0,0,0,0,0,0,0,0,0,0,0
mzdnr_official,15,11463,1,0,0,0,0,0,1480,0,0,0,0,0
mzefirov,5,10441,0,0,0,0,0,0,0,0,0,0,0,0
n4z4v0d,60,254336,1,0,0,0,0,0,3320,0,0,0,0,0
nCoV2019,28,341960,0,0,0,0,0,0,0,0,0,0,0,0
n_moskvitina,18,48714,1,0,0,0,0,0,3990,0,0,0,0,0
n_o_t_e_b_o_o_k,10,8005,0,0,0,0,0,0,0,0,0,0,0,0
n_w_order,2026,36216285,47,0,0,7,0,0,807150,0,0,131900,0,0
naBebelya,10,17081,0,0,0,0,0,0,0,0,0,0,0,0
na_begu,7,15305,0,0,0,0,0,0,0,0,0,0,0,0
na_dne_nayki,21,5661,0,0,0,0,0,0,0,0,0,0,0,0
na_kovresamolete,10,8496,0,0,0,0,0,0,0,0,0,0,0,0
na_remonte,6,638,0,0,0,0,0,0,0,0,0,0,0,0
na_skidose,23,6108,0,0,0,0,0,0,0,0,0,0,0,0
na_slovah,27,52771,0,0,0,0,0,0,0,0,0,0,0,0
na_tatami_jp,10,48249,0,0,0,0,0,0,0,0,0,0,0,0
na_viselki,26,47706,0,0,0,0,0,0,0,0,0,0,0,0
nab_ukraine,21,294360,16,0,0,0,0,0,254540,0,0,0,0,0
nabat_rus,60,48325,3,0,0,0,0,0,2535,0,0,0,0,0
nabchelny_crazy,41,587900,1,0,0,0,0,0,13200,0,0,0,0,0
nabchelny_podslushal,54,1008200,0,0,0,0,0,0,0,0,0,0,0,0
nabchelny_true,45,245087,1,0,0,0,0,0,2210,0,0,0,0,0
nabchelonline,2,822,0,0,0,0,0,0,0,0,0,0,0,0
nabjahadiii,45,103409,0,0,0,0,0,0,0,0,0,0,0,0
nabludatels,940,20718561,54,0,1,3,1,0,1184330,0,16600,65900,38200,0
nablydateli,41,714450,0,0,0,0,0,0,0,0,0,0,0,0
nabudaily,22,152000,6,0,0,0,0,0,30020,0,0,0,0,0
nabutov3,63,1085450,63,0,0,0,0,0,1085450,0,0,0,0,0
nach_shtabu,21,108020,0,0,0,0,0,0,0,0,0,0,0,0
nachalka_LSV,9,54310,0,0,0,0,0,0,0,0,0,0,0,0
nachalos,25,19111,0,0,0,0,0,0,0,0,0,0,0,0
nachasi_com,39,39540,0,0,0,0,0,0,0,0,0,0,0,0
nachinay_politika,42,486100,5,0,0,0,0,1,58100,0,0,0,0,10700
nachrichtenkanal,19,5763,0,0,0,0,0,0,0,0,0,0,0,0
nacionalist_ua,52,133903,1,0,0,0,0,0,3280,0,0,0,0,0
nacokole_dz,17,54010,0,0,0,0,0,0,0,0,0,0,0,0
nadVir,12,16908,0,0,0,0,0,0,0,0,0,0,0,0
nadal_online,47,532790,0,0,0,0,0,0,0,0,0,0,0,0
nadezhda_orex_life,26,121540,0,0,0,0,0,0,0,0,0,0,0,0
nadezhdinskofficial,7,2171,0,0,0,0,0,0,0,0,0,0,0,0
nadia_i_istorii,1,1080,0,0,0,0,0,0,0,0,0,0,0,0
nadin_elize,45,2098600,3,0,0,0,0,0,131400,0,0,0,0,0
nadin_serovski_official,85,4812643,1,0,0,0,0,0,67500,0,0,0,0,0
nadinkalife,37,726640,0,0,0,0,0,0,0,0,0,0,0,0
nadobrat,15,25658,0,0,0,0,0,0,0,0,0,0,0,0
nadsadin_official,4,2041,0,0,0,0,0,0,0,0,0,0,0,0
nadya_bondareva,16,140565,0,0,0,0,0,0,0,0,0,0,0,0
nadyaotto_home,8,30220,0,0,0,0,0,0,0,0,0,0,0,0
nadzornaya,2,767,0,0,0,0,0,0,0,0,0,0,0,0
naemnik_Z,24,384540,3,0,0,0,0,0,62500,0,0,0,0,0
nafront,1,694,0,0,0,0,0,0,0,0,0,0,0,0
naghd_com,18,46110,0,0,0,0,0,0,0,0,0,0,0,0
naghshbandi_hafez,27,446990,0,0,0,0,0,0,0,0,0,0,0,0
nagib4tor,1,1070,0,0,0,0,0,0,0,0,0,0,0,0
nagora_coalanalytics,20,48649,0,0,0,0,0,0,0,0,0,0,0,0
nahodk1wb,15,864,0,0,0,0,0,0,0,0,0,0,0,0
nahodka_sluh,53,640390,0,0,0,0,0,0,0,0,0,0,0,0
nahodkiza300,22,307260,1,0,0,0,0,0,12900,0,0,0,0,0
nailyaaskerzade,35,162116,1,0,0,0,0,0,2220,0,0,0,0,0
naira_arina_official,3,3000,0,0,0,0,0,0,0,0,0,0,0,0
nairihokhikyan,25,34736,0,0,0,0,0,0,0,0,0,0,0,0
naivno_com,4,4707,0,0,0,0,0,0,0,0,0,0,0,0
naiz_info,26,68811,0,0,0,0,0,0,0,0,0,0,0,0
nakanuneru,20,90502,0,0,0,0,0,0,0,0,0,0,0,0
nakipelo_by,4,1850,0,0,0,0,0,0,0,0,0,0,0,0
nakipelovo,75,151100,0,0,0,0,0,0,0,0,0,0,0,0
nalchik,1,9,0,0,0,0,0,0,0,0,0,0,0,0
nalchik0,20,116989,0,0,0,0,0,0,0,0,0,0,0,0
nalchik_sluh,49,624700,0,0,0,0,0,0,0,0,0,0,0,0
nalchik_sobitie,49,589900,0,0,0,0,0,0,0,0,0,0,0,0
nalchiknews1,18,8617,0,0,0,0,0,0,0,0,0,0,0,0
nalunetelegram,25,759880,0,0,0,0,0,0,0,0,0,0,0,0
namangan_bugun,21,70181,0,0,0,0,0,0,0,0,0,0,0,0
namanganiibuz,36,57894,0,0,0,0,0,0,0,0,0,0,0,0
namanganim24,130,124061,0,0,0,0,0,0,0,0,0,0,0,0
namarshe,105,2898760,4,0,0,1,0,0,94300,0,0,25300,0,0
namhorosho,27,1347,2,0,0,0,0,0,47,0,0,0,0,0
namskiyulus,27,15700,0,0,0,0,0,0,0,0,0,0,0,0
namvilhok,284,866891,0,0,0,0,0,0,0,0,0,0,0,0
nanaalvv,1,24,0,0,0,0,0,0,0,0,0,0,0,0
nanna34,96,334416,0,0,0,0,0,0,0,0,0,0,0,0
nano_mood,18,468520,0,0,0,0,0,0,0,0,0,0,0,0
nansy_nansy,9,14748,0,0,0,0,0,0,0,0,0,0,0,0
nao_borot,2,2410,0,0,0,0,0,0,0,0,0,0,0,0
naomirwolf,44,4131,0,0,0,0,0,0,0,0,0,0,0,0
naparusevoneonom,56,1086600,0,0,0,0,0,0,0,0,0,0,0,0
naperedovoi,28,46749,1,0,0,0,0,0,2160,0,0,0,0,0
napesochnyy_nikolay,40,679820,0,0,0,0,0,0,0,0,0,0,0,0
napochte,112,2276273,0,0,0,0,0,0,0,0,0,0,0,0
napoli_mania,11,9097,0,0,0,0,0,0,0,0,0,0,0,0
napolinews,40,127695,0,0,0,0,0,0,0,0,0,0,0,0
naradvokat,28,12749,0,0,0,0,0,0,0,0,0,0,0,0
naralex88,27,156930,2,0,0,0,0,0,20700,0,0,0,0,0
naran_official,126,703832,0,0,0,0,1,0,0,0,0,0,6790,0
narayuone,5,837,0,0,0,0,0,0,0,0,0,0,0,0
narikbi_live,19,108650,0,0,0,0,0,0,0,0,0,0,0,0
narkkkevich,1,68,0,0,0,0,0,0,0,0,0,0,0,0
narodnieNETnovosti,196,3602893,5,0,0,0,0,0,47220,0,0,0,0,0
narodslovo,20,2541,0,0,0,0,0,0,0,0,0,0,0,0
narofominsk,1,240,0,0,0,0,0,0,0,0,0,0,0,0
narofominskLife,17,40210,0,0,0,0,0,0,0,0,0,0,0,0
narotchnitskaya,35,118484,0,0,0,0,0,0,0,0,0,0,0,0
narubezhu,10,34498,0,0,0,0,0,0,0,0,0,0,0,0
narublevkerigelife,23,5626,0,0,0,0,0,0,0,0,0,0,0,0
nasafnewsuz,22,121630,0,0,0,0,0,0,0,0,0,0,0,0
naser10alnaser,29,920,0,0,0,0,0,0,0,0,0,0,0,0
nash_Piter,67,102050,1,0,0,0,0,0,1310,0,0,0,0,0
nash_Varshavsky,15,43570,0,0,0,0,0,0,0,0,0,0,0,0
nash_dom,38,10463,1,0,0,0,0,0,842,0,0,0,0,0
nash_prezident_putin,35,4943,1,0,0,0,1,0,173,0,0,0,212,0
nasha_stranaZ,55,8108,2,0,0,1,0,0,269,0,0,92,0,0
nashakarelia,5,70,0,0,0,0,0,0,0,0,0,0,0,0
nashaniva,129,1367821,0,0,0,0,0,0,0,0,0,0,0,0
nashasredaonline,1,575,0,0,0,0,0,0,0,0,0,0,0,0
nashchelyabinsk,53,1166190,2,0,0,0,0,0,57300,0,0,0,0,0
nashenergodar,11,12805,0,0,0,0,0,0,0,0,0,0,0,0
nasheptali_novosti,53,1076410,2,0,0,0,0,0,37200,0,0,0,0,0
nashi_ne_serie_budni,4,3725,0,0,0,0,0,0,0,0,0,0,0,0
nashkholmskchannel,38,16822,1,0,0,0,0,0,153,0,0,0,0,0
nashkraj,36,92334,0,0,0,0,0,0,0,0,0,0,0,0
nashkray,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nashkyivua,8,4409,0,0,0,0,0,0,0,0,0,0,0,0
nashregion74,41,158269,1,0,0,0,0,0,906,0,0,0,0,0
nashy_liudi,22,7141,0,0,0,1,0,0,0,0,0,441,0,0
nashygoroda,4,4862,0,0,0,0,0,0,0,0,0,0,0,0
nasiimbar,49,49843,0,0,0,0,0,0,0,0,0,0,0,0
nasimcity_newss,36,95990,0,0,0,0,0,0,0,0,0,0,0,0
nasionalsocialismvdeystvii,17,15576,0,0,0,0,0,0,0,0,0,0,0,0
nasos51,1,1200,0,0,0,0,0,0,0,0,0,0,0,0
naspravdiinfo,22,65556,0,0,0,0,1,0,0,0,0,0,3210,0
nasserkaramii,19,13406,0,0,0,0,0,0,0,0,0,0,0,0
nastenkinapomoika,16,247790,0,0,0,0,0,0,0,0,0,0,0,0
nastia_tasty,22,256990,1,0,0,0,0,0,10100,0,0,0,0,0
nastinka_w,20,435940,0,0,0,0,0,0,0,0,0,0,0,0
nastyajackson2,10,1000700,0,0,0,0,0,0,0,0,0,0,0,0
nastyakosh04,2,8100,0,0,0,0,0,0,0,0,0,0,0,0
nastyamizgir,16,54650,0,0,0,0,0,0,0,0,0,0,0,0
naszapolsza,2,639,1,0,0,0,0,0,293,0,0,0,0,0
nata_feelfuck,23,22616,2,0,0,0,0,0,1817,0,0,0,0,0
nata_lele,13,69800,0,0,0,0,0,0,0,0,0,0,0,0
nata_lienet,35,260549,0,0,0,0,0,0,0,0,0,0,0,0
natafedorchuk,9,4760,0,0,0,0,0,0,0,0,0,0,0,0
natalee007fit,12,8356,0,0,0,0,0,0,0,0,0,0,0,0
natali_iz_zari,3,3526,0,0,0,0,0,0,0,0,0,0,0,0
natali_mommy2,4,366,0,0,0,0,0,0,0,0,0,0,0,0
natali_star74,30,147120,0,0,0,0,0,0,0,0,0,0,0,0
natalia_maximus_ZOV,33,35549,2,0,0,0,0,0,4300,0,0,0,0,0
nataliagrace,16,19872,0,0,0,0,0,0,0,0,0,0,0,0
nataliamit1,33,271810,0,0,0,0,0,0,0,0,0,0,0,0
nataliaravanales_oficial,45,179249,0,0,0,0,0,0,0,0,0,0,0,0
natalierossblog,5,1055,0,0,0,0,0,0,0,0,0,0,0,0
nataligram_life,2,7560,0,0,0,0,0,0,0,0,0,0,0,0
nataly_frol,10,34960,0,0,0,0,0,0,0,0,0,0,0,0
natalyosmannworld,29,139080,0,0,0,0,0,0,0,0,0,0,0,0
nataosmanli,12,5070,0,0,0,0,0,0,0,0,0,0,0,0
natasha_blogs,1,352,0,0,0,0,0,0,0,0,0,0,0,0
natasha_ffb_tyt,32,438140,0,0,0,0,0,0,0,0,0,0,0,0
natashadaily,19,17404,0,0,0,0,0,0,0,0,0,0,0,0
natbelarus,9,14936,0,0,0,0,0,0,0,0,0,0,0,0
natidoula,7,6892,0,0,0,0,0,0,0,0,0,0,0,0
